"MTU","Scheduled Generation [MW] (D) - BZN|DE-AT-LU","Scheduled Consumption [MW] (D) - BZN|DE-AT-LU"
"04.01.2017 08:00 - 04.01.2017 09:00 (UTC)","85343","0"
"04.01.2017 09:00 - 04.01.2017 10:00 (UTC)","86348","0"
"04.01.2017 10:00 - 04.01.2017 11:00 (UTC)","87030","0"
"04.01.2017 11:00 - 04.01.2017 12:00 (UTC)","86595","0"
"04.01.2017 12:00 - 04.01.2017 13:00 (UTC)","85523","0"
"04.01.2017 13:00 - 04.01.2017 14:00 (UTC)","83597","0"
"04.01.2017 14:00 - 04.01.2017 15:00 (UTC)","82109","0"
"04.01.2017 15:00 - 04.01.2017 16:00 (UTC)","81137","0"
"04.01.2017 16:00 - 04.01.2017 17:00 (UTC)","82203","0"
"04.01.2017 17:00 - 04.01.2017 18:00 (UTC)","81966","0"
"04.01.2017 18:00 - 04.01.2017 19:00 (UTC)","80309","0"
"04.01.2017 19:00 - 04.01.2017 20:00 (UTC)","75177","0"
"04.01.2017 20:00 - 04.01.2017 21:00 (UTC)","71597","0"
"04.01.2017 21:00 - 04.01.2017 22:00 (UTC)","69045","0"
"04.01.2017 22:00 - 04.01.2017 23:00 (UTC)","65879","0"
"04.01.2017 23:00 - 05.01.2017 00:00 (UTC)","64108","0"
"05.01.2017 00:00 - 05.01.2017 01:00 (UTC)","61655","0"
"05.01.2017 01:00 - 05.01.2017 02:00 (UTC)","59221","0"
"05.01.2017 02:00 - 05.01.2017 03:00 (UTC)","58948","0"
"05.01.2017 03:00 - 05.01.2017 04:00 (UTC)","61381","0"
"05.01.2017 04:00 - 05.01.2017 05:00 (UTC)","64157","0"
"05.01.2017 05:00 - 05.01.2017 06:00 (UTC)","72707","0"
"05.01.2017 06:00 - 05.01.2017 07:00 (UTC)","78611","0"
"05.01.2017 07:00 - 05.01.2017 08:00 (UTC)","82133","0"
"05.01.2017 08:00 - 05.01.2017 09:00 (UTC)","82543","0"
"05.01.2017 09:00 - 05.01.2017 10:00 (UTC)","83613","0"
"05.01.2017 10:00 - 05.01.2017 11:00 (UTC)","84874","0"
"05.01.2017 11:00 - 05.01.2017 12:00 (UTC)","85256","0"
"05.01.2017 12:00 - 05.01.2017 13:00 (UTC)","84229","0"
"05.01.2017 13:00 - 05.01.2017 14:00 (UTC)","82145","0"
"05.01.2017 14:00 - 05.01.2017 15:00 (UTC)","80486","0"
"05.01.2017 15:00 - 05.01.2017 16:00 (UTC)","82084","0"
"05.01.2017 16:00 - 05.01.2017 17:00 (UTC)","82858","0"
"05.01.2017 17:00 - 05.01.2017 18:00 (UTC)","81868","0"
"05.01.2017 18:00 - 05.01.2017 19:00 (UTC)","81374","0"
"05.01.2017 19:00 - 05.01.2017 20:00 (UTC)","78588","0"
"05.01.2017 20:00 - 05.01.2017 21:00 (UTC)","71249","0"
"05.01.2017 21:00 - 05.01.2017 22:00 (UTC)","70485","0"
"05.01.2017 22:00 - 05.01.2017 23:00 (UTC)","65174","0"
"05.01.2017 23:00 - 06.01.2017 00:00 (UTC)","62382","0"
"06.01.2017 00:00 - 06.01.2017 01:00 (UTC)","60782","0"
"06.01.2017 01:00 - 06.01.2017 02:00 (UTC)","60291","0"
"06.01.2017 02:00 - 06.01.2017 03:00 (UTC)","59513","0"
"06.01.2017 03:00 - 06.01.2017 04:00 (UTC)","59925","0"
"06.01.2017 04:00 - 06.01.2017 05:00 (UTC)","63314","0"
"06.01.2017 05:00 - 06.01.2017 06:00 (UTC)","68187","0"
"06.01.2017 06:00 - 06.01.2017 07:00 (UTC)","72180","0"
"06.01.2017 07:00 - 06.01.2017 08:00 (UTC)","76441","0"
"06.01.2017 08:00 - 06.01.2017 09:00 (UTC)","80135","0"
"06.01.2017 09:00 - 06.01.2017 10:00 (UTC)","83123","0"
"06.01.2017 10:00 - 06.01.2017 11:00 (UTC)","83934","0"
"06.01.2017 11:00 - 06.01.2017 12:00 (UTC)","84251","0"
"06.01.2017 12:00 - 06.01.2017 13:00 (UTC)","82848","0"
"06.01.2017 13:00 - 06.01.2017 14:00 (UTC)","79764","0"
"06.01.2017 14:00 - 06.01.2017 15:00 (UTC)","76814","0"
"06.01.2017 15:00 - 06.01.2017 16:00 (UTC)","77198","0"
"06.01.2017 16:00 - 06.01.2017 17:00 (UTC)","81455","0"
"06.01.2017 17:00 - 06.01.2017 18:00 (UTC)","80787","0"
"06.01.2017 18:00 - 06.01.2017 19:00 (UTC)","80151","0"
"06.01.2017 19:00 - 06.01.2017 20:00 (UTC)","75282","0"
"06.01.2017 20:00 - 06.01.2017 21:00 (UTC)","72327","0"
"06.01.2017 21:00 - 06.01.2017 22:00 (UTC)","70503","0"
"06.01.2017 22:00 - 06.01.2017 23:00 (UTC)","67020","0"
"06.01.2017 23:00 - 07.01.2017 00:00 (UTC)","66611","0"
"07.01.2017 00:00 - 07.01.2017 01:00 (UTC)","64648","0"
"07.01.2017 01:00 - 07.01.2017 02:00 (UTC)","64421","0"
"07.01.2017 02:00 - 07.01.2017 03:00 (UTC)","64971","0"
"07.01.2017 03:00 - 07.01.2017 04:00 (UTC)","64462","0"
"07.01.2017 04:00 - 07.01.2017 05:00 (UTC)","64580","0"
"07.01.2017 05:00 - 07.01.2017 06:00 (UTC)","65506","0"
"07.01.2017 06:00 - 07.01.2017 07:00 (UTC)","70718","0"
"07.01.2017 07:00 - 07.01.2017 08:00 (UTC)","74486","0"
"07.01.2017 08:00 - 07.01.2017 09:00 (UTC)","76218","0"
"07.01.2017 09:00 - 07.01.2017 10:00 (UTC)","78592","0"
"07.01.2017 10:00 - 07.01.2017 11:00 (UTC)","79896","0"
"07.01.2017 11:00 - 07.01.2017 12:00 (UTC)","80143","0"
"07.01.2017 12:00 - 07.01.2017 13:00 (UTC)","78851","0"
"07.01.2017 13:00 - 07.01.2017 14:00 (UTC)","77198","0"
"07.01.2017 14:00 - 07.01.2017 15:00 (UTC)","76800","0"
"07.01.2017 15:00 - 07.01.2017 16:00 (UTC)","78216","0"
"07.01.2017 16:00 - 07.01.2017 17:00 (UTC)","81608","0"
"07.01.2017 17:00 - 07.01.2017 18:00 (UTC)","82282","0"
"07.01.2017 18:00 - 07.01.2017 19:00 (UTC)","80826","0"
"07.01.2017 19:00 - 07.01.2017 20:00 (UTC)","76736","0"
"07.01.2017 20:00 - 07.01.2017 21:00 (UTC)","72269","0"
"07.01.2017 21:00 - 07.01.2017 22:00 (UTC)","71575","0"
"07.01.2017 22:00 - 07.01.2017 23:00 (UTC)","68783","0"
"07.01.2017 23:00 - 08.01.2017 00:00 (UTC)","66366","0"
"08.01.2017 00:00 - 08.01.2017 01:00 (UTC)","62789","0"
"08.01.2017 01:00 - 08.01.2017 02:00 (UTC)","61375","0"
"08.01.2017 02:00 - 08.01.2017 03:00 (UTC)","60851","0"
"08.01.2017 03:00 - 08.01.2017 04:00 (UTC)","60203","0"
"08.01.2017 04:00 - 08.01.2017 05:00 (UTC)","59449","0"
"08.01.2017 05:00 - 08.01.2017 06:00 (UTC)","59643","0"
"08.01.2017 06:00 - 08.01.2017 07:00 (UTC)","61922","0"
"08.01.2017 07:00 - 08.01.2017 08:00 (UTC)","65439","0"
"08.01.2017 08:00 - 08.01.2017 09:00 (UTC)","68658","0"
"08.01.2017 09:00 - 08.01.2017 10:00 (UTC)","70549","0"
"08.01.2017 10:00 - 08.01.2017 11:00 (UTC)","73741","0"
"08.01.2017 11:00 - 08.01.2017 12:00 (UTC)","73100","0"
"08.01.2017 12:00 - 08.01.2017 13:00 (UTC)","70887","0"
"08.01.2017 13:00 - 08.01.2017 14:00 (UTC)","69345","0"
"08.01.2017 14:00 - 08.01.2017 15:00 (UTC)","69600","0"
"08.01.2017 15:00 - 08.01.2017 16:00 (UTC)","71955","0"
"08.01.2017 16:00 - 08.01.2017 17:00 (UTC)","75879","0"
"08.01.2017 17:00 - 08.01.2017 18:00 (UTC)","77028","0"
"08.01.2017 18:00 - 08.01.2017 19:00 (UTC)","74883","0"
"08.01.2017 19:00 - 08.01.2017 20:00 (UTC)","72466","0"
"08.01.2017 20:00 - 08.01.2017 21:00 (UTC)","69427","0"
"08.01.2017 21:00 - 08.01.2017 22:00 (UTC)","68894","0"
"08.01.2017 22:00 - 08.01.2017 23:00 (UTC)","66373","0"
"08.01.2017 23:00 - 09.01.2017 00:00 (UTC)","61802","0"
"09.01.2017 00:00 - 09.01.2017 01:00 (UTC)","60998","0"
"09.01.2017 01:00 - 09.01.2017 02:00 (UTC)","60351","0"
"09.01.2017 02:00 - 09.01.2017 03:00 (UTC)","61110","0"
"09.01.2017 03:00 - 09.01.2017 04:00 (UTC)","63025","0"
"09.01.2017 04:00 - 09.01.2017 05:00 (UTC)","66759","0"
"09.01.2017 05:00 - 09.01.2017 06:00 (UTC)","75184","0"
"09.01.2017 06:00 - 09.01.2017 07:00 (UTC)","83241","0"
"09.01.2017 07:00 - 09.01.2017 08:00 (UTC)","86422","0"
"09.01.2017 08:00 - 09.01.2017 09:00 (UTC)","88186","0"
"09.01.2017 09:00 - 09.01.2017 10:00 (UTC)","89399","0"
"09.01.2017 10:00 - 09.01.2017 11:00 (UTC)","90097","0"
"09.01.2017 11:00 - 09.01.2017 12:00 (UTC)","89400","0"
"09.01.2017 12:00 - 09.01.2017 13:00 (UTC)","88879","0"
"09.01.2017 13:00 - 09.01.2017 14:00 (UTC)","87341","0"
"09.01.2017 14:00 - 09.01.2017 15:00 (UTC)","87034","0"
"09.01.2017 15:00 - 09.01.2017 16:00 (UTC)","87850","0"
"09.01.2017 16:00 - 09.01.2017 17:00 (UTC)","92486","0"
"09.01.2017 17:00 - 09.01.2017 18:00 (UTC)","91823","0"
"09.01.2017 18:00 - 09.01.2017 19:00 (UTC)","90344","0"
"09.01.2017 19:00 - 09.01.2017 20:00 (UTC)","86088","0"
"09.01.2017 20:00 - 09.01.2017 21:00 (UTC)","81704","0"
"09.01.2017 21:00 - 09.01.2017 22:00 (UTC)","77699","0"
"09.01.2017 22:00 - 09.01.2017 23:00 (UTC)","73586","0"
"09.01.2017 23:00 - 10.01.2017 00:00 (UTC)","71282","0"
"10.01.2017 00:00 - 10.01.2017 01:00 (UTC)","70417","0"
"10.01.2017 01:00 - 10.01.2017 02:00 (UTC)","69397","0"
"10.01.2017 02:00 - 10.01.2017 03:00 (UTC)","69203","0"
"10.01.2017 03:00 - 10.01.2017 04:00 (UTC)","69742","0"
"10.01.2017 04:00 - 10.01.2017 05:00 (UTC)","72002","0"
"10.01.2017 05:00 - 10.01.2017 06:00 (UTC)","79183","0"
"10.01.2017 06:00 - 10.01.2017 07:00 (UTC)","86566","0"
"10.01.2017 07:00 - 10.01.2017 08:00 (UTC)","90348","0"
"10.01.2017 08:00 - 10.01.2017 09:00 (UTC)","89804","0"
"10.01.2017 09:00 - 10.01.2017 10:00 (UTC)","90981","0"
"10.01.2017 10:00 - 10.01.2017 11:00 (UTC)","90574","0"
"10.01.2017 11:00 - 10.01.2017 12:00 (UTC)","89858","0"
"10.01.2017 12:00 - 10.01.2017 13:00 (UTC)","88905","0"
"10.01.2017 13:00 - 10.01.2017 14:00 (UTC)","87949","0"
"10.01.2017 14:00 - 10.01.2017 15:00 (UTC)","86945","0"
"10.01.2017 15:00 - 10.01.2017 16:00 (UTC)","87625","0"
"10.01.2017 16:00 - 10.01.2017 17:00 (UTC)","90045","0"
"10.01.2017 17:00 - 10.01.2017 18:00 (UTC)","90642","0"
"10.01.2017 18:00 - 10.01.2017 19:00 (UTC)","88778","0"
"10.01.2017 19:00 - 10.01.2017 20:00 (UTC)","83911","0"
"10.01.2017 20:00 - 10.01.2017 21:00 (UTC)","79143","0"
"10.01.2017 21:00 - 10.01.2017 22:00 (UTC)","73318","0"
"10.01.2017 22:00 - 10.01.2017 23:00 (UTC)","68313","0"
"10.01.2017 23:00 - 11.01.2017 00:00 (UTC)","67132","0"
"11.01.2017 00:00 - 11.01.2017 01:00 (UTC)","65686","0"
"11.01.2017 01:00 - 11.01.2017 02:00 (UTC)","64354","0"
"11.01.2017 02:00 - 11.01.2017 03:00 (UTC)","64832","0"
"11.01.2017 03:00 - 11.01.2017 04:00 (UTC)","67065","0"
"11.01.2017 04:00 - 11.01.2017 05:00 (UTC)","70286","0"
"11.01.2017 05:00 - 11.01.2017 06:00 (UTC)","78561","0"
"11.01.2017 06:00 - 11.01.2017 07:00 (UTC)","86281","0"
"11.01.2017 07:00 - 11.01.2017 08:00 (UTC)","90707","0"
"11.01.2017 08:00 - 11.01.2017 09:00 (UTC)","92649","0"
"11.01.2017 09:00 - 11.01.2017 10:00 (UTC)","94759","0"
"11.01.2017 10:00 - 11.01.2017 11:00 (UTC)","95590","0"
"11.01.2017 11:00 - 11.01.2017 12:00 (UTC)","95765","0"
"11.01.2017 12:00 - 11.01.2017 13:00 (UTC)","94512","0"
"11.01.2017 13:00 - 11.01.2017 14:00 (UTC)","92657","0"
"11.01.2017 14:00 - 11.01.2017 15:00 (UTC)","91727","0"
"11.01.2017 15:00 - 11.01.2017 16:00 (UTC)","91395","0"
"11.01.2017 16:00 - 11.01.2017 17:00 (UTC)","93991","0"
"11.01.2017 17:00 - 11.01.2017 18:00 (UTC)","93606","0"
"11.01.2017 18:00 - 11.01.2017 19:00 (UTC)","91640","0"
"11.01.2017 19:00 - 11.01.2017 20:00 (UTC)","86121","0"
"11.01.2017 20:00 - 11.01.2017 21:00 (UTC)","82292","0"
"11.01.2017 21:00 - 11.01.2017 22:00 (UTC)","79538","0"
"11.01.2017 22:00 - 11.01.2017 23:00 (UTC)","76009","0"
"11.01.2017 23:00 - 12.01.2017 00:00 (UTC)","74022","0"
"12.01.2017 00:00 - 12.01.2017 01:00 (UTC)","71812","0"
"12.01.2017 01:00 - 12.01.2017 02:00 (UTC)","71389","0"
"12.01.2017 02:00 - 12.01.2017 03:00 (UTC)","71286","0"
"12.01.2017 03:00 - 12.01.2017 04:00 (UTC)","71797","0"
"12.01.2017 04:00 - 12.01.2017 05:00 (UTC)","74622","0"
"12.01.2017 05:00 - 12.01.2017 06:00 (UTC)","82564","0"
"12.01.2017 06:00 - 12.01.2017 07:00 (UTC)","88823","0"
"12.01.2017 07:00 - 12.01.2017 08:00 (UTC)","92601","0"
"12.01.2017 08:00 - 12.01.2017 09:00 (UTC)","93658","0"
"12.01.2017 09:00 - 12.01.2017 10:00 (UTC)","94611","0"
"12.01.2017 10:00 - 12.01.2017 11:00 (UTC)","95163","0"
"12.01.2017 11:00 - 12.01.2017 12:00 (UTC)","94672","0"
"12.01.2017 12:00 - 12.01.2017 13:00 (UTC)","93577","0"
"12.01.2017 13:00 - 12.01.2017 14:00 (UTC)","90902","0"
"12.01.2017 14:00 - 12.01.2017 15:00 (UTC)","88835","0"
"12.01.2017 15:00 - 12.01.2017 16:00 (UTC)","88417","0"
"12.01.2017 16:00 - 12.01.2017 17:00 (UTC)","90480","0"
"12.01.2017 17:00 - 12.01.2017 18:00 (UTC)","90028","0"
"12.01.2017 18:00 - 12.01.2017 19:00 (UTC)","88514","0"
"12.01.2017 19:00 - 12.01.2017 20:00 (UTC)","84225","0"
"12.01.2017 20:00 - 12.01.2017 21:00 (UTC)","78942","0"
"12.01.2017 21:00 - 12.01.2017 22:00 (UTC)","76041","0"
"12.01.2017 22:00 - 12.01.2017 23:00 (UTC)","72207","0"
"12.01.2017 23:00 - 13.01.2017 00:00 (UTC)","67686","0"
"13.01.2017 00:00 - 13.01.2017 01:00 (UTC)","67348","0"
"13.01.2017 01:00 - 13.01.2017 02:00 (UTC)","66893","0"
"13.01.2017 02:00 - 13.01.2017 03:00 (UTC)","67519","0"
"13.01.2017 03:00 - 13.01.2017 04:00 (UTC)","70833","0"
"13.01.2017 04:00 - 13.01.2017 05:00 (UTC)","74733","0"
"13.01.2017 05:00 - 13.01.2017 06:00 (UTC)","81715","0"
"13.01.2017 06:00 - 13.01.2017 07:00 (UTC)","88602","0"
"13.01.2017 07:00 - 13.01.2017 08:00 (UTC)","91146","0"
"13.01.2017 08:00 - 13.01.2017 09:00 (UTC)","92625","0"
"13.01.2017 09:00 - 13.01.2017 10:00 (UTC)","93059","0"
"13.01.2017 10:00 - 13.01.2017 11:00 (UTC)","93100","0"
"13.01.2017 11:00 - 13.01.2017 12:00 (UTC)","93503","0"
"13.01.2017 12:00 - 13.01.2017 13:00 (UTC)","92271","0"
"13.01.2017 13:00 - 13.01.2017 14:00 (UTC)","89591","0"
"13.01.2017 14:00 - 13.01.2017 15:00 (UTC)","87302","0"
"13.01.2017 15:00 - 13.01.2017 16:00 (UTC)","86974","0"
"13.01.2017 16:00 - 13.01.2017 17:00 (UTC)","89447","0"
"13.01.2017 17:00 - 13.01.2017 18:00 (UTC)","90260","0"
"13.01.2017 18:00 - 13.01.2017 19:00 (UTC)","88849","0"
"13.01.2017 19:00 - 13.01.2017 20:00 (UTC)","85301","0"
"13.01.2017 20:00 - 13.01.2017 21:00 (UTC)","80363","0"
"13.01.2017 21:00 - 13.01.2017 22:00 (UTC)","78081","0"
"13.01.2017 22:00 - 13.01.2017 23:00 (UTC)","75281","0"
"13.01.2017 23:00 - 14.01.2017 00:00 (UTC)","73431","0"
"14.01.2017 00:00 - 14.01.2017 01:00 (UTC)","72155","0"
"14.01.2017 01:00 - 14.01.2017 02:00 (UTC)","70729","0"
"14.01.2017 02:00 - 14.01.2017 03:00 (UTC)","70502","0"
"14.01.2017 03:00 - 14.01.2017 04:00 (UTC)","69874","0"
"14.01.2017 04:00 - 14.01.2017 05:00 (UTC)","70132","0"
"14.01.2017 05:00 - 14.01.2017 06:00 (UTC)","70524","0"
"14.01.2017 06:00 - 14.01.2017 07:00 (UTC)","74529","0"
"14.01.2017 07:00 - 14.01.2017 08:00 (UTC)","76841","0"
"14.01.2017 08:00 - 14.01.2017 09:00 (UTC)","78755","0"
"14.01.2017 09:00 - 14.01.2017 10:00 (UTC)","80374","0"
"14.01.2017 10:00 - 14.01.2017 11:00 (UTC)","81881","0"
"14.01.2017 11:00 - 14.01.2017 12:00 (UTC)","81953","0"
"14.01.2017 12:00 - 14.01.2017 13:00 (UTC)","80850","0"
"14.01.2017 13:00 - 14.01.2017 14:00 (UTC)","78497","0"
"14.01.2017 14:00 - 14.01.2017 15:00 (UTC)","76369","0"
"14.01.2017 15:00 - 14.01.2017 16:00 (UTC)","76411","0"
"14.01.2017 16:00 - 14.01.2017 17:00 (UTC)","79267","0"
"14.01.2017 17:00 - 14.01.2017 18:00 (UTC)","79493","0"
"14.01.2017 18:00 - 14.01.2017 19:00 (UTC)","78212","0"
"14.01.2017 19:00 - 14.01.2017 20:00 (UTC)","74987","0"
"14.01.2017 20:00 - 14.01.2017 21:00 (UTC)","72116","0"
"14.01.2017 21:00 - 14.01.2017 22:00 (UTC)","71156","0"
"14.01.2017 22:00 - 14.01.2017 23:00 (UTC)","69069","0"
"14.01.2017 23:00 - 15.01.2017 00:00 (UTC)","67899","0"
"15.01.2017 00:00 - 15.01.2017 01:00 (UTC)","65366","0"
"15.01.2017 01:00 - 15.01.2017 02:00 (UTC)","63840","0"
"15.01.2017 02:00 - 15.01.2017 03:00 (UTC)","62903","0"
"15.01.2017 03:00 - 15.01.2017 04:00 (UTC)","62130","0"
"15.01.2017 04:00 - 15.01.2017 05:00 (UTC)","61412","0"
"15.01.2017 05:00 - 15.01.2017 06:00 (UTC)","60743","0"
"15.01.2017 06:00 - 15.01.2017 07:00 (UTC)","62638","0"
"15.01.2017 07:00 - 15.01.2017 08:00 (UTC)","63611","0"
"15.01.2017 08:00 - 15.01.2017 09:00 (UTC)","66209","0"
"15.01.2017 09:00 - 15.01.2017 10:00 (UTC)","69531","0"
"15.01.2017 10:00 - 15.01.2017 11:00 (UTC)","73175","0"
"15.01.2017 11:00 - 15.01.2017 12:00 (UTC)","72765","0"
"15.01.2017 12:00 - 15.01.2017 13:00 (UTC)","69977","0"
"15.01.2017 13:00 - 15.01.2017 14:00 (UTC)","67277","0"
"15.01.2017 14:00 - 15.01.2017 15:00 (UTC)","66720","0"
"15.01.2017 15:00 - 15.01.2017 16:00 (UTC)","69169","0"
"15.01.2017 16:00 - 15.01.2017 17:00 (UTC)","73440","0"
"15.01.2017 17:00 - 15.01.2017 18:00 (UTC)","74844","0"
"15.01.2017 18:00 - 15.01.2017 19:00 (UTC)","73492","0"
"15.01.2017 19:00 - 15.01.2017 20:00 (UTC)","71020","0"
"15.01.2017 20:00 - 15.01.2017 21:00 (UTC)","67121","0"
"15.01.2017 21:00 - 15.01.2017 22:00 (UTC)","67155","0"
"15.01.2017 22:00 - 15.01.2017 23:00 (UTC)","64042","0"
"15.01.2017 23:00 - 16.01.2017 00:00 (UTC)","64724","0"
"16.01.2017 00:00 - 16.01.2017 01:00 (UTC)","63082","0"
"16.01.2017 01:00 - 16.01.2017 02:00 (UTC)","63356","0"
"16.01.2017 02:00 - 16.01.2017 03:00 (UTC)","63836","0"
"16.01.2017 03:00 - 16.01.2017 04:00 (UTC)","65705","0"
"16.01.2017 04:00 - 16.01.2017 05:00 (UTC)","70494","0"
"16.01.2017 05:00 - 16.01.2017 06:00 (UTC)","79684","0"
"16.01.2017 06:00 - 16.01.2017 07:00 (UTC)","85241","0"
"16.01.2017 07:00 - 16.01.2017 08:00 (UTC)","88865","0"
"16.01.2017 08:00 - 16.01.2017 09:00 (UTC)","90581","0"
"16.01.2017 09:00 - 16.01.2017 10:00 (UTC)","91971","0"
"16.01.2017 10:00 - 16.01.2017 11:00 (UTC)","92805","0"
"16.01.2017 11:00 - 16.01.2017 12:00 (UTC)","92757","0"
"16.01.2017 12:00 - 16.01.2017 13:00 (UTC)","91429","0"
"16.01.2017 13:00 - 16.01.2017 14:00 (UTC)","89879","0"
