"MTU","Scheduled Generation [MW] (D) - BZN|DE-AT-LU","Scheduled Consumption [MW] (D) - BZN|DE-AT-LU"
"26.03.2017 06:00 - 26.03.2017 07:00 (UTC)","58315","0"
"26.03.2017 07:00 - 26.03.2017 08:00 (UTC)","65364","0"
"26.03.2017 08:00 - 26.03.2017 09:00 (UTC)","72166","0"
"26.03.2017 09:00 - 26.03.2017 10:00 (UTC)","77551","0"
"26.03.2017 10:00 - 26.03.2017 11:00 (UTC)","78852","0"
"26.03.2017 11:00 - 26.03.2017 12:00 (UTC)","77371","0"
"26.03.2017 12:00 - 26.03.2017 13:00 (UTC)","74710","0"
"26.03.2017 13:00 - 26.03.2017 14:00 (UTC)","70858","0"
"26.03.2017 14:00 - 26.03.2017 15:00 (UTC)","66018","0"
"26.03.2017 15:00 - 26.03.2017 16:00 (UTC)","63819","0"
"26.03.2017 16:00 - 26.03.2017 17:00 (UTC)","60466","0"
"26.03.2017 17:00 - 26.03.2017 18:00 (UTC)","59352","0"
"26.03.2017 18:00 - 26.03.2017 19:00 (UTC)","63802","0"
"26.03.2017 19:00 - 26.03.2017 20:00 (UTC)","62066","0"
"26.03.2017 20:00 - 26.03.2017 21:00 (UTC)","61324","0"
"26.03.2017 21:00 - 26.03.2017 22:00 (UTC)","58306","0"
"26.03.2017 22:00 - 26.03.2017 23:00 (UTC)","57036","0"
"26.03.2017 23:00 - 27.03.2017 00:00 (UTC)","55069","0"
"27.03.2017 00:00 - 27.03.2017 01:00 (UTC)","54443","0"
"27.03.2017 01:00 - 27.03.2017 02:00 (UTC)","54467","0"
"27.03.2017 02:00 - 27.03.2017 03:00 (UTC)","55547","0"
"27.03.2017 03:00 - 27.03.2017 04:00 (UTC)","58119","0"
"27.03.2017 04:00 - 27.03.2017 05:00 (UTC)","64880","0"
"27.03.2017 05:00 - 27.03.2017 06:00 (UTC)","73414","0"
"27.03.2017 06:00 - 27.03.2017 07:00 (UTC)","81919","0"
"27.03.2017 07:00 - 27.03.2017 08:00 (UTC)","87873","0"
"27.03.2017 08:00 - 27.03.2017 09:00 (UTC)","92234","0"
"27.03.2017 09:00 - 27.03.2017 10:00 (UTC)","95770","0"
"27.03.2017 10:00 - 27.03.2017 11:00 (UTC)","97891","0"
"27.03.2017 11:00 - 27.03.2017 12:00 (UTC)","97450","0"
"27.03.2017 12:00 - 27.03.2017 13:00 (UTC)","94873","0"
"27.03.2017 13:00 - 27.03.2017 14:00 (UTC)","90877","0"
"27.03.2017 14:00 - 27.03.2017 15:00 (UTC)","85065","0"
"27.03.2017 15:00 - 27.03.2017 16:00 (UTC)","79656","0"
"27.03.2017 16:00 - 27.03.2017 17:00 (UTC)","74868","0"
"27.03.2017 17:00 - 27.03.2017 18:00 (UTC)","74083","0"
"27.03.2017 18:00 - 27.03.2017 19:00 (UTC)","72415","0"
"27.03.2017 19:00 - 27.03.2017 20:00 (UTC)","69204","0"
"27.03.2017 20:00 - 27.03.2017 21:00 (UTC)","66176","0"
"27.03.2017 21:00 - 27.03.2017 22:00 (UTC)","62700","0"
"27.03.2017 22:00 - 27.03.2017 23:00 (UTC)","58259","0"
"27.03.2017 23:00 - 28.03.2017 00:00 (UTC)","57088","0"
"28.03.2017 00:00 - 28.03.2017 01:00 (UTC)","56323","0"
"28.03.2017 01:00 - 28.03.2017 02:00 (UTC)","55459","0"
"28.03.2017 02:00 - 28.03.2017 03:00 (UTC)","56176","0"
"28.03.2017 03:00 - 28.03.2017 04:00 (UTC)","58880","0"
"28.03.2017 04:00 - 28.03.2017 05:00 (UTC)","66048","0"
"28.03.2017 05:00 - 28.03.2017 06:00 (UTC)","74574","0"
"28.03.2017 06:00 - 28.03.2017 07:00 (UTC)","81680","0"
"28.03.2017 07:00 - 28.03.2017 08:00 (UTC)","88322","0"
"28.03.2017 08:00 - 28.03.2017 09:00 (UTC)","93123","0"
"28.03.2017 09:00 - 28.03.2017 10:00 (UTC)","95453","0"
"28.03.2017 10:00 - 28.03.2017 11:00 (UTC)","96656","0"
"28.03.2017 11:00 - 28.03.2017 12:00 (UTC)","95855","0"
"28.03.2017 12:00 - 28.03.2017 13:00 (UTC)","93160","0"
"28.03.2017 13:00 - 28.03.2017 14:00 (UTC)","87960","0"
"28.03.2017 14:00 - 28.03.2017 15:00 (UTC)","83191","0"
"28.03.2017 15:00 - 28.03.2017 16:00 (UTC)","77528","0"
"28.03.2017 16:00 - 28.03.2017 17:00 (UTC)","73634","0"
"28.03.2017 17:00 - 28.03.2017 18:00 (UTC)","72834","0"
"28.03.2017 18:00 - 28.03.2017 19:00 (UTC)","72731","0"
"28.03.2017 19:00 - 28.03.2017 20:00 (UTC)","71389","0"
"28.03.2017 20:00 - 28.03.2017 21:00 (UTC)","70379","0"
"28.03.2017 21:00 - 28.03.2017 22:00 (UTC)","66974","0"
"28.03.2017 22:00 - 28.03.2017 23:00 (UTC)","62044","0"
"28.03.2017 23:00 - 29.03.2017 00:00 (UTC)","61385","0"
"29.03.2017 00:00 - 29.03.2017 01:00 (UTC)","61505","0"
"29.03.2017 01:00 - 29.03.2017 02:00 (UTC)","62226","0"
"29.03.2017 02:00 - 29.03.2017 03:00 (UTC)","64337","0"
"29.03.2017 03:00 - 29.03.2017 04:00 (UTC)","67467","0"
"29.03.2017 04:00 - 29.03.2017 05:00 (UTC)","74073","0"
"29.03.2017 05:00 - 29.03.2017 06:00 (UTC)","81845","0"
"29.03.2017 06:00 - 29.03.2017 07:00 (UTC)","87446","0"
"29.03.2017 07:00 - 29.03.2017 08:00 (UTC)","91170","0"
"29.03.2017 08:00 - 29.03.2017 09:00 (UTC)","94225","0"
"29.03.2017 09:00 - 29.03.2017 10:00 (UTC)","96587","0"
"29.03.2017 10:00 - 29.03.2017 11:00 (UTC)","97753","0"
"29.03.2017 11:00 - 29.03.2017 12:00 (UTC)","96493","0"
"29.03.2017 12:00 - 29.03.2017 13:00 (UTC)","93032","0"
"29.03.2017 13:00 - 29.03.2017 14:00 (UTC)","89869","0"
"29.03.2017 14:00 - 29.03.2017 15:00 (UTC)","84124","0"
"29.03.2017 15:00 - 29.03.2017 16:00 (UTC)","79727","0"
"29.03.2017 16:00 - 29.03.2017 17:00 (UTC)","76043","0"
"29.03.2017 17:00 - 29.03.2017 18:00 (UTC)","76687","0"
"29.03.2017 18:00 - 29.03.2017 19:00 (UTC)","75045","0"
"29.03.2017 19:00 - 29.03.2017 20:00 (UTC)","69897","0"
"29.03.2017 20:00 - 29.03.2017 21:00 (UTC)","67263","0"
"29.03.2017 21:00 - 29.03.2017 22:00 (UTC)","63546","0"
"29.03.2017 22:00 - 29.03.2017 23:00 (UTC)","59911","0"
"29.03.2017 23:00 - 30.03.2017 00:00 (UTC)","57798","0"
"30.03.2017 00:00 - 30.03.2017 01:00 (UTC)","56517","0"
"30.03.2017 01:00 - 30.03.2017 02:00 (UTC)","56120","0"
"30.03.2017 02:00 - 30.03.2017 03:00 (UTC)","56843","0"
"30.03.2017 03:00 - 30.03.2017 04:00 (UTC)","60076","0"
"30.03.2017 04:00 - 30.03.2017 05:00 (UTC)","66714","0"
"30.03.2017 05:00 - 30.03.2017 06:00 (UTC)","75534","0"
"30.03.2017 06:00 - 30.03.2017 07:00 (UTC)","80556","0"
"30.03.2017 07:00 - 30.03.2017 08:00 (UTC)","83799","0"
"30.03.2017 08:00 - 30.03.2017 09:00 (UTC)","85566","0"
"30.03.2017 09:00 - 30.03.2017 10:00 (UTC)","87835","0"
"30.03.2017 10:00 - 30.03.2017 11:00 (UTC)","89837","0"
"30.03.2017 11:00 - 30.03.2017 12:00 (UTC)","90162","0"
"30.03.2017 12:00 - 30.03.2017 13:00 (UTC)","88616","0"
"30.03.2017 13:00 - 30.03.2017 14:00 (UTC)","86070","0"
"30.03.2017 14:00 - 30.03.2017 15:00 (UTC)","81834","0"
"30.03.2017 15:00 - 30.03.2017 16:00 (UTC)","77520","0"
"30.03.2017 16:00 - 30.03.2017 17:00 (UTC)","74395","0"
"30.03.2017 17:00 - 30.03.2017 18:00 (UTC)","74599","0"
"30.03.2017 18:00 - 30.03.2017 19:00 (UTC)","74420","0"
"30.03.2017 19:00 - 30.03.2017 20:00 (UTC)","71938","0"
"30.03.2017 20:00 - 30.03.2017 21:00 (UTC)","70274","0"
"30.03.2017 21:00 - 30.03.2017 22:00 (UTC)","66417","0"
"30.03.2017 22:00 - 30.03.2017 23:00 (UTC)","59281","0"
"30.03.2017 23:00 - 31.03.2017 00:00 (UTC)","57181","0"
"31.03.2017 00:00 - 31.03.2017 01:00 (UTC)","56540","0"
"31.03.2017 01:00 - 31.03.2017 02:00 (UTC)","56195","0"
"31.03.2017 02:00 - 31.03.2017 03:00 (UTC)","56952","0"
"31.03.2017 03:00 - 31.03.2017 04:00 (UTC)","61087","0"
"31.03.2017 04:00 - 31.03.2017 05:00 (UTC)","67037","0"
"31.03.2017 05:00 - 31.03.2017 06:00 (UTC)","72408","0"
"31.03.2017 06:00 - 31.03.2017 07:00 (UTC)","80813","0"
"31.03.2017 07:00 - 31.03.2017 08:00 (UTC)","84861","0"
"31.03.2017 08:00 - 31.03.2017 09:00 (UTC)","90269","0"
"31.03.2017 09:00 - 31.03.2017 10:00 (UTC)","94765","0"
"31.03.2017 10:00 - 31.03.2017 11:00 (UTC)","97251","0"
"31.03.2017 11:00 - 31.03.2017 12:00 (UTC)","96168","0"
"31.03.2017 12:00 - 31.03.2017 13:00 (UTC)","93363","0"
"31.03.2017 13:00 - 31.03.2017 14:00 (UTC)","89517","0"
"31.03.2017 14:00 - 31.03.2017 15:00 (UTC)","84028","0"
"31.03.2017 15:00 - 31.03.2017 16:00 (UTC)","76130","0"
"31.03.2017 16:00 - 31.03.2017 17:00 (UTC)","69917","0"
"31.03.2017 17:00 - 31.03.2017 18:00 (UTC)","69013","0"
"31.03.2017 18:00 - 31.03.2017 19:00 (UTC)","68333","0"
"31.03.2017 19:00 - 31.03.2017 20:00 (UTC)","64410","0"
"31.03.2017 20:00 - 31.03.2017 21:00 (UTC)","61933","0"
"31.03.2017 21:00 - 31.03.2017 22:00 (UTC)","57300","0"
"31.03.2017 22:00 - 31.03.2017 23:00 (UTC)","58492","0"
"31.03.2017 23:00 - 01.04.2017 00:00 (UTC)","54720","0"
"01.04.2017 00:00 - 01.04.2017 01:00 (UTC)","52839","0"
"01.04.2017 01:00 - 01.04.2017 02:00 (UTC)","52043","0"
"01.04.2017 02:00 - 01.04.2017 03:00 (UTC)","51934","0"
"01.04.2017 03:00 - 01.04.2017 04:00 (UTC)","52627","0"
"01.04.2017 04:00 - 01.04.2017 05:00 (UTC)","52803","0"
"01.04.2017 05:00 - 01.04.2017 06:00 (UTC)","55464","0"
"01.04.2017 06:00 - 01.04.2017 07:00 (UTC)","62402","0"
"01.04.2017 07:00 - 01.04.2017 08:00 (UTC)","69682","0"
"01.04.2017 08:00 - 01.04.2017 09:00 (UTC)","75783","0"
"01.04.2017 09:00 - 01.04.2017 10:00 (UTC)","79700","0"
"01.04.2017 10:00 - 01.04.2017 11:00 (UTC)","82090","0"
"01.04.2017 11:00 - 01.04.2017 12:00 (UTC)","80680","0"
"01.04.2017 12:00 - 01.04.2017 13:00 (UTC)","76886","0"
"01.04.2017 13:00 - 01.04.2017 14:00 (UTC)","72264","0"
"01.04.2017 14:00 - 01.04.2017 15:00 (UTC)","67606","0"
"01.04.2017 15:00 - 01.04.2017 16:00 (UTC)","63442","0"
"01.04.2017 16:00 - 01.04.2017 17:00 (UTC)","59823","0"
"01.04.2017 17:00 - 01.04.2017 18:00 (UTC)","59476","0"
"01.04.2017 18:00 - 01.04.2017 19:00 (UTC)","59669","0"
"01.04.2017 19:00 - 01.04.2017 20:00 (UTC)","58759","0"
"01.04.2017 20:00 - 01.04.2017 21:00 (UTC)","57253","0"
"01.04.2017 21:00 - 01.04.2017 22:00 (UTC)","55642","0"
"01.04.2017 22:00 - 01.04.2017 23:00 (UTC)","53293","0"
"01.04.2017 23:00 - 02.04.2017 00:00 (UTC)","51709","0"
"02.04.2017 00:00 - 02.04.2017 01:00 (UTC)","50818","0"
"02.04.2017 01:00 - 02.04.2017 02:00 (UTC)","49988","0"
"02.04.2017 02:00 - 02.04.2017 03:00 (UTC)","49479","0"
"02.04.2017 03:00 - 02.04.2017 04:00 (UTC)","49466","0"
"02.04.2017 04:00 - 02.04.2017 05:00 (UTC)","50035","0"
"02.04.2017 05:00 - 02.04.2017 06:00 (UTC)","52241","0"
"02.04.2017 06:00 - 02.04.2017 07:00 (UTC)","58126","0"
"02.04.2017 07:00 - 02.04.2017 08:00 (UTC)","64978","0"
"02.04.2017 08:00 - 02.04.2017 09:00 (UTC)","71108","0"
"02.04.2017 09:00 - 02.04.2017 10:00 (UTC)","76614","0"
"02.04.2017 10:00 - 02.04.2017 11:00 (UTC)","77857","0"
"02.04.2017 11:00 - 02.04.2017 12:00 (UTC)","74907","0"
"02.04.2017 12:00 - 02.04.2017 13:00 (UTC)","71939","0"
"02.04.2017 13:00 - 02.04.2017 14:00 (UTC)","68352","0"
"02.04.2017 14:00 - 02.04.2017 15:00 (UTC)","64438","0"
"02.04.2017 15:00 - 02.04.2017 16:00 (UTC)","62529","0"
"02.04.2017 16:00 - 02.04.2017 17:00 (UTC)","61286","0"
"02.04.2017 17:00 - 02.04.2017 18:00 (UTC)","61021","0"
"02.04.2017 18:00 - 02.04.2017 19:00 (UTC)","63070","0"
"02.04.2017 19:00 - 02.04.2017 20:00 (UTC)","62110","0"
"02.04.2017 20:00 - 02.04.2017 21:00 (UTC)","61856","0"
"02.04.2017 21:00 - 02.04.2017 22:00 (UTC)","57774","0"
"02.04.2017 22:00 - 02.04.2017 23:00 (UTC)","54375","0"
"02.04.2017 23:00 - 03.04.2017 00:00 (UTC)","52702","0"
"03.04.2017 00:00 - 03.04.2017 01:00 (UTC)","51952","0"
"03.04.2017 01:00 - 03.04.2017 02:00 (UTC)","51903","0"
"03.04.2017 02:00 - 03.04.2017 03:00 (UTC)","53664","0"
"03.04.2017 03:00 - 03.04.2017 04:00 (UTC)","58047","0"
"03.04.2017 04:00 - 03.04.2017 05:00 (UTC)","65928","0"
"03.04.2017 05:00 - 03.04.2017 06:00 (UTC)","74245","0"
"03.04.2017 06:00 - 03.04.2017 07:00 (UTC)","78884","0"
"03.04.2017 07:00 - 03.04.2017 08:00 (UTC)","83030","0"
"03.04.2017 08:00 - 03.04.2017 09:00 (UTC)","83094","0"
"03.04.2017 09:00 - 03.04.2017 10:00 (UTC)","85894","0"
"03.04.2017 10:00 - 03.04.2017 11:00 (UTC)","87761","0"
"03.04.2017 11:00 - 03.04.2017 12:00 (UTC)","88480","0"
"03.04.2017 12:00 - 03.04.2017 13:00 (UTC)","86798","0"
"03.04.2017 13:00 - 03.04.2017 14:00 (UTC)","83564","0"
"03.04.2017 14:00 - 03.04.2017 15:00 (UTC)","79365","0"
"03.04.2017 15:00 - 03.04.2017 16:00 (UTC)","74477","0"
"03.04.2017 16:00 - 03.04.2017 17:00 (UTC)","72566","0"
"03.04.2017 17:00 - 03.04.2017 18:00 (UTC)","71473","0"
"03.04.2017 18:00 - 03.04.2017 19:00 (UTC)","71327","0"
"03.04.2017 19:00 - 03.04.2017 20:00 (UTC)","69335","0"
"03.04.2017 20:00 - 03.04.2017 21:00 (UTC)","66516","0"
"03.04.2017 21:00 - 03.04.2017 22:00 (UTC)","63435","0"
"03.04.2017 22:00 - 03.04.2017 23:00 (UTC)","59551","0"
"03.04.2017 23:00 - 04.04.2017 00:00 (UTC)","56817","0"
"04.04.2017 00:00 - 04.04.2017 01:00 (UTC)","55149","0"
"04.04.2017 01:00 - 04.04.2017 02:00 (UTC)","54668","0"
"04.04.2017 02:00 - 04.04.2017 03:00 (UTC)","54938","0"
"04.04.2017 03:00 - 04.04.2017 04:00 (UTC)","59108","0"
"04.04.2017 04:00 - 04.04.2017 05:00 (UTC)","67244","0"
"04.04.2017 05:00 - 04.04.2017 06:00 (UTC)","75786","0"
"04.04.2017 06:00 - 04.04.2017 07:00 (UTC)","81919","0"
"04.04.2017 07:00 - 04.04.2017 08:00 (UTC)","87236","0"
"04.04.2017 08:00 - 04.04.2017 09:00 (UTC)","90517","0"
"04.04.2017 09:00 - 04.04.2017 10:00 (UTC)","93355","0"
"04.04.2017 10:00 - 04.04.2017 11:00 (UTC)","94907","0"
"04.04.2017 11:00 - 04.04.2017 12:00 (UTC)","93319","0"
"04.04.2017 12:00 - 04.04.2017 13:00 (UTC)","90291","0"
"04.04.2017 13:00 - 04.04.2017 14:00 (UTC)","86526","0"
"04.04.2017 14:00 - 04.04.2017 15:00 (UTC)","82144","0"
"04.04.2017 15:00 - 04.04.2017 16:00 (UTC)","77147","0"
"04.04.2017 16:00 - 04.04.2017 17:00 (UTC)","74415","0"
"04.04.2017 17:00 - 04.04.2017 18:00 (UTC)","73349","0"
"04.04.2017 18:00 - 04.04.2017 19:00 (UTC)","72773","0"
"04.04.2017 19:00 - 04.04.2017 20:00 (UTC)","70237","0"
"04.04.2017 20:00 - 04.04.2017 21:00 (UTC)","67182","0"
"04.04.2017 21:00 - 04.04.2017 22:00 (UTC)","63615","0"
"04.04.2017 22:00 - 04.04.2017 23:00 (UTC)","58016","0"
"04.04.2017 23:00 - 05.04.2017 00:00 (UTC)","55490","0"
"05.04.2017 00:00 - 05.04.2017 01:00 (UTC)","54768","0"
"05.04.2017 01:00 - 05.04.2017 02:00 (UTC)","54306","0"
"05.04.2017 02:00 - 05.04.2017 03:00 (UTC)","55351","0"
"05.04.2017 03:00 - 05.04.2017 04:00 (UTC)","59505","0"
"05.04.2017 04:00 - 05.04.2017 05:00 (UTC)","66139","0"
"05.04.2017 05:00 - 05.04.2017 06:00 (UTC)","75449","0"
"05.04.2017 06:00 - 05.04.2017 07:00 (UTC)","82958","0"
"05.04.2017 07:00 - 05.04.2017 08:00 (UTC)","87590","0"
"05.04.2017 08:00 - 05.04.2017 09:00 (UTC)","90337","0"
"05.04.2017 09:00 - 05.04.2017 10:00 (UTC)","92645","0"
"05.04.2017 10:00 - 05.04.2017 11:00 (UTC)","93531","0"
"05.04.2017 11:00 - 05.04.2017 12:00 (UTC)","92598","0"
"05.04.2017 12:00 - 05.04.2017 13:00 (UTC)","89887","0"
"05.04.2017 13:00 - 05.04.2017 14:00 (UTC)","87628","0"
"05.04.2017 14:00 - 05.04.2017 15:00 (UTC)","84091","0"
"05.04.2017 15:00 - 05.04.2017 16:00 (UTC)","83137","0"
"05.04.2017 16:00 - 05.04.2017 17:00 (UTC)","82773","0"
"05.04.2017 17:00 - 05.04.2017 18:00 (UTC)","82018","0"
"05.04.2017 18:00 - 05.04.2017 19:00 (UTC)","80282","0"
"05.04.2017 19:00 - 05.04.2017 20:00 (UTC)","77682","0"
"05.04.2017 20:00 - 05.04.2017 21:00 (UTC)","73098","0"
"05.04.2017 21:00 - 05.04.2017 22:00 (UTC)","70322","0"
"05.04.2017 22:00 - 05.04.2017 23:00 (UTC)","65551","0"
"05.04.2017 23:00 - 06.04.2017 00:00 (UTC)","62283","0"
"06.04.2017 00:00 - 06.04.2017 01:00 (UTC)","61023","0"
"06.04.2017 01:00 - 06.04.2017 02:00 (UTC)","61432","0"
"06.04.2017 02:00 - 06.04.2017 03:00 (UTC)","62656","0"
"06.04.2017 03:00 - 06.04.2017 04:00 (UTC)","63902","0"
"06.04.2017 04:00 - 06.04.2017 05:00 (UTC)","69791","0"
"06.04.2017 05:00 - 06.04.2017 06:00 (UTC)","76166","0"
"06.04.2017 06:00 - 06.04.2017 07:00 (UTC)","81811","0"
"06.04.2017 07:00 - 06.04.2017 08:00 (UTC)","85425","0"
"06.04.2017 08:00 - 06.04.2017 09:00 (UTC)","88092","0"
"06.04.2017 09:00 - 06.04.2017 10:00 (UTC)","90559","0"
"06.04.2017 10:00 - 06.04.2017 11:00 (UTC)","90632","0"
"06.04.2017 11:00 - 06.04.2017 12:00 (UTC)","89968","0"
"06.04.2017 12:00 - 06.04.2017 13:00 (UTC)","87676","0"
"06.04.2017 13:00 - 06.04.2017 14:00 (UTC)","85633","0"
"06.04.2017 14:00 - 06.04.2017 15:00 (UTC)","82944","0"
"06.04.2017 15:00 - 06.04.2017 16:00 (UTC)","79272","0"
"06.04.2017 16:00 - 06.04.2017 17:00 (UTC)","76976","0"
"06.04.2017 17:00 - 06.04.2017 18:00 (UTC)","76271","0"
"06.04.2017 18:00 - 06.04.2017 19:00 (UTC)","75441","0"
"06.04.2017 19:00 - 06.04.2017 20:00 (UTC)","72752","0"
"06.04.2017 20:00 - 06.04.2017 21:00 (UTC)","69936","0"
"06.04.2017 21:00 - 06.04.2017 22:00 (UTC)","67174","0"
"06.04.2017 22:00 - 06.04.2017 23:00 (UTC)","62241","0"
"06.04.2017 23:00 - 07.04.2017 00:00 (UTC)","61014","0"
"07.04.2017 00:00 - 07.04.2017 01:00 (UTC)","61222","0"
"07.04.2017 01:00 - 07.04.2017 02:00 (UTC)","61832","0"
"07.04.2017 02:00 - 07.04.2017 03:00 (UTC)","62577","0"
"07.04.2017 03:00 - 07.04.2017 04:00 (UTC)","63915","0"
"07.04.2017 04:00 - 07.04.2017 05:00 (UTC)","70296","0"
"07.04.2017 05:00 - 07.04.2017 06:00 (UTC)","77012","0"
"07.04.2017 06:00 - 07.04.2017 07:00 (UTC)","82964","0"
"07.04.2017 07:00 - 07.04.2017 08:00 (UTC)","86173","0"
"07.04.2017 08:00 - 07.04.2017 09:00 (UTC)","88646","0"
"07.04.2017 09:00 - 07.04.2017 10:00 (UTC)","89426","0"
"07.04.2017 10:00 - 07.04.2017 11:00 (UTC)","89334","0"
"07.04.2017 11:00 - 07.04.2017 12:00 (UTC)","87208","0"
"07.04.2017 12:00 - 07.04.2017 13:00 (UTC)","84307","0"
"07.04.2017 13:00 - 07.04.2017 14:00 (UTC)","81731","0"
"07.04.2017 14:00 - 07.04.2017 15:00 (UTC)","78194","0"
"07.04.2017 15:00 - 07.04.2017 16:00 (UTC)","76007","0"
"07.04.2017 16:00 - 07.04.2017 17:00 (UTC)","74646","0"
"07.04.2017 17:00 - 07.04.2017 18:00 (UTC)","74295","0"
"07.04.2017 18:00 - 07.04.2017 19:00 (UTC)","71788","0"
"07.04.2017 19:00 - 07.04.2017 20:00 (UTC)","69296","0"
"07.04.2017 20:00 - 07.04.2017 21:00 (UTC)","65851","0"
"07.04.2017 21:00 - 07.04.2017 22:00 (UTC)","61015","0"
"07.04.2017 22:00 - 07.04.2017 23:00 (UTC)","58351","0"
"07.04.2017 23:00 - 08.04.2017 00:00 (UTC)","56212","0"
"08.04.2017 00:00 - 08.04.2017 01:00 (UTC)","54595","0"
"08.04.2017 01:00 - 08.04.2017 02:00 (UTC)","54033","0"
"08.04.2017 02:00 - 08.04.2017 03:00 (UTC)","53403","0"
"08.04.2017 03:00 - 08.04.2017 04:00 (UTC)","53379","0"
"08.04.2017 04:00 - 08.04.2017 05:00 (UTC)","54120","0"
"08.04.2017 05:00 - 08.04.2017 06:00 (UTC)","56284","0"
"08.04.2017 06:00 - 08.04.2017 07:00 (UTC)","62437","0"
"08.04.2017 07:00 - 08.04.2017 08:00 (UTC)","67643","0"
"08.04.2017 08:00 - 08.04.2017 09:00 (UTC)","70844","0"
"08.04.2017 09:00 - 08.04.2017 10:00 (UTC)","73748","0"
"08.04.2017 10:00 - 08.04.2017 11:00 (UTC)","75129","0"
"08.04.2017 11:00 - 08.04.2017 12:00 (UTC)","74673","0"
"08.04.2017 12:00 - 08.04.2017 13:00 (UTC)","72055","0"
"08.04.2017 13:00 - 08.04.2017 14:00 (UTC)","68712","0"
"08.04.2017 14:00 - 08.04.2017 15:00 (UTC)","65273","0"
"08.04.2017 15:00 - 08.04.2017 16:00 (UTC)","62459","0"
"08.04.2017 16:00 - 08.04.2017 17:00 (UTC)","59687","0"
"08.04.2017 17:00 - 08.04.2017 18:00 (UTC)","59423","0"
"08.04.2017 18:00 - 08.04.2017 19:00 (UTC)","58620","0"
"08.04.2017 19:00 - 08.04.2017 20:00 (UTC)","56965","0"
"08.04.2017 20:00 - 08.04.2017 21:00 (UTC)","55426","0"
"08.04.2017 21:00 - 08.04.2017 22:00 (UTC)","53561","0"
"08.04.2017 22:00 - 08.04.2017 23:00 (UTC)","48821","0"
"08.04.2017 23:00 - 09.04.2017 00:00 (UTC)","46783","0"
"09.04.2017 00:00 - 09.04.2017 01:00 (UTC)","45809","0"
"09.04.2017 01:00 - 09.04.2017 02:00 (UTC)","44633","0"
"09.04.2017 02:00 - 09.04.2017 03:00 (UTC)","44917","0"
"09.04.2017 03:00 - 09.04.2017 04:00 (UTC)","43633","0"
"09.04.2017 04:00 - 09.04.2017 05:00 (UTC)","43728","0"
"09.04.2017 05:00 - 09.04.2017 06:00 (UTC)","46471","0"
"09.04.2017 06:00 - 09.04.2017 07:00 (UTC)","53374","0"
"09.04.2017 07:00 - 09.04.2017 08:00 (UTC)","62262","0"
"09.04.2017 08:00 - 09.04.2017 09:00 (UTC)","70033","0"
"09.04.2017 09:00 - 09.04.2017 10:00 (UTC)","76720","0"
"09.04.2017 10:00 - 09.04.2017 11:00 (UTC)","79462","0"
"09.04.2017 11:00 - 09.04.2017 12:00 (UTC)","77426","0"
"09.04.2017 12:00 - 09.04.2017 13:00 (UTC)","75297","0"
"09.04.2017 13:00 - 09.04.2017 14:00 (UTC)","71755","0"
"09.04.2017 14:00 - 09.04.2017 15:00 (UTC)","66277","0"
"09.04.2017 15:00 - 09.04.2017 16:00 (UTC)","61748","0"
"09.04.2017 16:00 - 09.04.2017 17:00 (UTC)","57745","0"
"09.04.2017 17:00 - 09.04.2017 18:00 (UTC)","57505","0"
"09.04.2017 18:00 - 09.04.2017 19:00 (UTC)","60146","0"
"09.04.2017 19:00 - 09.04.2017 20:00 (UTC)","60342","0"
"09.04.2017 20:00 - 09.04.2017 21:00 (UTC)","61197","0"
"09.04.2017 21:00 - 09.04.2017 22:00 (UTC)","59213","0"
"09.04.2017 22:00 - 09.04.2017 23:00 (UTC)","57392","0"
"09.04.2017 23:00 - 10.04.2017 00:00 (UTC)","57700","0"
"10.04.2017 00:00 - 10.04.2017 01:00 (UTC)","58426","0"
"10.04.2017 01:00 - 10.04.2017 02:00 (UTC)","58950","0"
"10.04.2017 02:00 - 10.04.2017 03:00 (UTC)","59581","0"
"10.04.2017 03:00 - 10.04.2017 04:00 (UTC)","61198","0"
"10.04.2017 04:00 - 10.04.2017 05:00 (UTC)","69488","0"
"10.04.2017 05:00 - 10.04.2017 06:00 (UTC)","75594","0"
"10.04.2017 06:00 - 10.04.2017 07:00 (UTC)","83194","0"
"10.04.2017 07:00 - 10.04.2017 08:00 (UTC)","86785","0"
"10.04.2017 08:00 - 10.04.2017 09:00 (UTC)","90215","0"
"10.04.2017 09:00 - 10.04.2017 10:00 (UTC)","93328","0"
"10.04.2017 10:00 - 10.04.2017 11:00 (UTC)","95766","0"
"10.04.2017 11:00 - 10.04.2017 12:00 (UTC)","96056","0"
"10.04.2017 12:00 - 10.04.2017 13:00 (UTC)","93891","0"
"10.04.2017 13:00 - 10.04.2017 14:00 (UTC)","91249","0"
"10.04.2017 14:00 - 10.04.2017 15:00 (UTC)","87596","0"
"10.04.2017 15:00 - 10.04.2017 16:00 (UTC)","83240","0"
"10.04.2017 16:00 - 10.04.2017 17:00 (UTC)","79565","0"
"10.04.2017 17:00 - 10.04.2017 18:00 (UTC)","78294","0"
"10.04.2017 18:00 - 10.04.2017 19:00 (UTC)","76923","0"
"10.04.2017 19:00 - 10.04.2017 20:00 (UTC)","73221","0"
"10.04.2017 20:00 - 10.04.2017 21:00 (UTC)","70090","0"
"10.04.2017 21:00 - 10.04.2017 22:00 (UTC)","66266","0"
