"MTU","Scheduled Generation [MW] (D) - BZN|DE-AT-LU","Scheduled Consumption [MW] (D) - BZN|DE-AT-LU"
"27.02.2015 13:00 - 27.02.2015 14:00 (UTC)","91839","0"
"27.02.2015 14:00 - 27.02.2015 15:00 (UTC)","89299","0"
"27.02.2015 15:00 - 27.02.2015 16:00 (UTC)","85371","0"
"27.02.2015 16:00 - 27.02.2015 17:00 (UTC)","85292","0"
"27.02.2015 17:00 - 27.02.2015 18:00 (UTC)","86686","0"
"27.02.2015 18:00 - 27.02.2015 19:00 (UTC)","86919","0"
"27.02.2015 19:00 - 27.02.2015 20:00 (UTC)","83061","0"
"27.02.2015 20:00 - 27.02.2015 21:00 (UTC)","77764","0"
"27.02.2015 21:00 - 27.02.2015 22:00 (UTC)","75125","0"
"27.02.2015 22:00 - 27.02.2015 23:00 (UTC)","71610","0"
"27.02.2015 23:00 - 28.02.2015 00:00 (UTC)","65578","0"
"28.02.2015 00:00 - 28.02.2015 01:00 (UTC)","62632","0"
"28.02.2015 01:00 - 28.02.2015 02:00 (UTC)","60941","0"
"28.02.2015 02:00 - 28.02.2015 03:00 (UTC)","60395","0"
"28.02.2015 03:00 - 28.02.2015 04:00 (UTC)","60712","0"
"28.02.2015 04:00 - 28.02.2015 05:00 (UTC)","61615","0"
"28.02.2015 05:00 - 28.02.2015 06:00 (UTC)","63564","0"
"28.02.2015 06:00 - 28.02.2015 07:00 (UTC)","67044","0"
"28.02.2015 07:00 - 28.02.2015 08:00 (UTC)","72857","0"
"28.02.2015 08:00 - 28.02.2015 09:00 (UTC)","80193","0"
"28.02.2015 09:00 - 28.02.2015 10:00 (UTC)","84965","0"
"28.02.2015 10:00 - 28.02.2015 11:00 (UTC)","87384","0"
"28.02.2015 11:00 - 28.02.2015 12:00 (UTC)","87986","0"
"28.02.2015 12:00 - 28.02.2015 13:00 (UTC)","86687","0"
"28.02.2015 13:00 - 28.02.2015 14:00 (UTC)","83065","0"
"28.02.2015 14:00 - 28.02.2015 15:00 (UTC)","79051","0"
"28.02.2015 15:00 - 28.02.2015 16:00 (UTC)","76392","0"
"28.02.2015 16:00 - 28.02.2015 17:00 (UTC)","77243","0"
"28.02.2015 17:00 - 28.02.2015 18:00 (UTC)","79909","0"
"28.02.2015 18:00 - 28.02.2015 19:00 (UTC)","79249","0"
"28.02.2015 19:00 - 28.02.2015 20:00 (UTC)","75337","0"
"28.02.2015 20:00 - 28.02.2015 21:00 (UTC)","73025","0"
"28.02.2015 21:00 - 28.02.2015 22:00 (UTC)","72248","0"
"28.02.2015 22:00 - 28.02.2015 23:00 (UTC)","68857","0"
"28.02.2015 23:00 - 01.03.2015 00:00 (UTC)","67452","0"
"01.03.2015 00:00 - 01.03.2015 01:00 (UTC)","64723","0"
"01.03.2015 01:00 - 01.03.2015 02:00 (UTC)","63739","0"
"01.03.2015 02:00 - 01.03.2015 03:00 (UTC)","63366","0"
"01.03.2015 03:00 - 01.03.2015 04:00 (UTC)","63878","0"
"01.03.2015 04:00 - 01.03.2015 05:00 (UTC)","64010","0"
"01.03.2015 05:00 - 01.03.2015 06:00 (UTC)","64163","0"
"01.03.2015 06:00 - 01.03.2015 07:00 (UTC)","66274","0"
"01.03.2015 07:00 - 01.03.2015 08:00 (UTC)","69786","0"
"01.03.2015 08:00 - 01.03.2015 09:00 (UTC)","73816","0"
"01.03.2015 09:00 - 01.03.2015 10:00 (UTC)","77146","0"
"01.03.2015 10:00 - 01.03.2015 11:00 (UTC)","80245","0"
"01.03.2015 11:00 - 01.03.2015 12:00 (UTC)","80869","0"
"01.03.2015 12:00 - 01.03.2015 13:00 (UTC)","78687","0"
"01.03.2015 13:00 - 01.03.2015 14:00 (UTC)","76195","0"
"01.03.2015 14:00 - 01.03.2015 15:00 (UTC)","73827","0"
"01.03.2015 15:00 - 01.03.2015 16:00 (UTC)","72344","0"
"01.03.2015 16:00 - 01.03.2015 17:00 (UTC)","73222","0"
"01.03.2015 17:00 - 01.03.2015 18:00 (UTC)","77059","0"
"01.03.2015 18:00 - 01.03.2015 19:00 (UTC)","76472","0"
"01.03.2015 19:00 - 01.03.2015 20:00 (UTC)","74667","0"
"01.03.2015 20:00 - 01.03.2015 21:00 (UTC)","73451","0"
"01.03.2015 21:00 - 01.03.2015 22:00 (UTC)","72450","0"
"01.03.2015 22:00 - 01.03.2015 23:00 (UTC)","69748","0"
"01.03.2015 23:00 - 02.03.2015 00:00 (UTC)","68653","0"
"02.03.2015 00:00 - 02.03.2015 01:00 (UTC)","67407","0"
"02.03.2015 01:00 - 02.03.2015 02:00 (UTC)","66674","0"
"02.03.2015 02:00 - 02.03.2015 03:00 (UTC)","66187","0"
"02.03.2015 03:00 - 02.03.2015 04:00 (UTC)","67398","0"
"02.03.2015 04:00 - 02.03.2015 05:00 (UTC)","71791","0"
"02.03.2015 05:00 - 02.03.2015 06:00 (UTC)","76577","0"
"02.03.2015 06:00 - 02.03.2015 07:00 (UTC)","82554","0"
"02.03.2015 07:00 - 02.03.2015 08:00 (UTC)","87877","0"
"02.03.2015 08:00 - 02.03.2015 09:00 (UTC)","91357","0"
"02.03.2015 09:00 - 02.03.2015 10:00 (UTC)","94284","0"
"02.03.2015 10:00 - 02.03.2015 11:00 (UTC)","96673","0"
"02.03.2015 11:00 - 02.03.2015 12:00 (UTC)","97875","0"
"02.03.2015 12:00 - 02.03.2015 13:00 (UTC)","97361","0"
"02.03.2015 13:00 - 02.03.2015 14:00 (UTC)","94300","0"
"02.03.2015 14:00 - 02.03.2015 15:00 (UTC)","90118","0"
"02.03.2015 15:00 - 02.03.2015 16:00 (UTC)","85974","0"
"02.03.2015 16:00 - 02.03.2015 17:00 (UTC)","85137","0"
"02.03.2015 17:00 - 02.03.2015 18:00 (UTC)","85883","0"
"02.03.2015 18:00 - 02.03.2015 19:00 (UTC)","85838","0"
"02.03.2015 19:00 - 02.03.2015 20:00 (UTC)","81976","0"
"02.03.2015 20:00 - 02.03.2015 21:00 (UTC)","78266","0"
"02.03.2015 21:00 - 02.03.2015 22:00 (UTC)","75764","0"
"02.03.2015 22:00 - 02.03.2015 23:00 (UTC)","72787","0"
"02.03.2015 23:00 - 03.03.2015 00:00 (UTC)","72642","0"
"03.03.2015 00:00 - 03.03.2015 01:00 (UTC)","70131","0"
"03.03.2015 01:00 - 03.03.2015 02:00 (UTC)","68676","0"
"03.03.2015 02:00 - 03.03.2015 03:00 (UTC)","68900","0"
"03.03.2015 03:00 - 03.03.2015 04:00 (UTC)","70029","0"
"03.03.2015 04:00 - 03.03.2015 05:00 (UTC)","74099","0"
"03.03.2015 05:00 - 03.03.2015 06:00 (UTC)","79015","0"
"03.03.2015 06:00 - 03.03.2015 07:00 (UTC)","84508","0"
"03.03.2015 07:00 - 03.03.2015 08:00 (UTC)","90099","0"
"03.03.2015 08:00 - 03.03.2015 09:00 (UTC)","95103","0"
"03.03.2015 09:00 - 03.03.2015 10:00 (UTC)","98260","0"
"03.03.2015 10:00 - 03.03.2015 11:00 (UTC)","100634","0"
"03.03.2015 11:00 - 03.03.2015 12:00 (UTC)","100936","0"
"03.03.2015 12:00 - 03.03.2015 13:00 (UTC)","98409","0"
"03.03.2015 13:00 - 03.03.2015 14:00 (UTC)","95375","0"
"03.03.2015 14:00 - 03.03.2015 15:00 (UTC)","90995","0"
"03.03.2015 15:00 - 03.03.2015 16:00 (UTC)","86806","0"
"03.03.2015 16:00 - 03.03.2015 17:00 (UTC)","85540","0"
"03.03.2015 17:00 - 03.03.2015 18:00 (UTC)","85733","0"
"03.03.2015 18:00 - 03.03.2015 19:00 (UTC)","86134","0"
"03.03.2015 19:00 - 03.03.2015 20:00 (UTC)","82884","0"
"03.03.2015 20:00 - 03.03.2015 21:00 (UTC)","77997","0"
"03.03.2015 21:00 - 03.03.2015 22:00 (UTC)","74540","0"
"03.03.2015 22:00 - 03.03.2015 23:00 (UTC)","70879","0"
"03.03.2015 23:00 - 04.03.2015 00:00 (UTC)","70553","0"
"04.03.2015 00:00 - 04.03.2015 01:00 (UTC)","68605","0"
"04.03.2015 01:00 - 04.03.2015 02:00 (UTC)","67294","0"
"04.03.2015 02:00 - 04.03.2015 03:00 (UTC)","67528","0"
"04.03.2015 03:00 - 04.03.2015 04:00 (UTC)","69708","0"
"04.03.2015 04:00 - 04.03.2015 05:00 (UTC)","72893","0"
"04.03.2015 05:00 - 04.03.2015 06:00 (UTC)","78737","0"
"04.03.2015 06:00 - 04.03.2015 07:00 (UTC)","84806","0"
"04.03.2015 07:00 - 04.03.2015 08:00 (UTC)","90832","0"
"04.03.2015 08:00 - 04.03.2015 09:00 (UTC)","94851","0"
"04.03.2015 09:00 - 04.03.2015 10:00 (UTC)","98493","0"
"04.03.2015 10:00 - 04.03.2015 11:00 (UTC)","100999","0"
"04.03.2015 11:00 - 04.03.2015 12:00 (UTC)","100799","0"
"04.03.2015 12:00 - 04.03.2015 13:00 (UTC)","99779","0"
"04.03.2015 13:00 - 04.03.2015 14:00 (UTC)","97701","0"
"04.03.2015 14:00 - 04.03.2015 15:00 (UTC)","93810","0"
"04.03.2015 15:00 - 04.03.2015 16:00 (UTC)","88737","0"
"04.03.2015 16:00 - 04.03.2015 17:00 (UTC)","86497","0"
"04.03.2015 17:00 - 04.03.2015 18:00 (UTC)","89180","0"
"04.03.2015 18:00 - 04.03.2015 19:00 (UTC)","88579","0"
"04.03.2015 19:00 - 04.03.2015 20:00 (UTC)","83939","0"
"04.03.2015 20:00 - 04.03.2015 21:00 (UTC)","80279","0"
"04.03.2015 21:00 - 04.03.2015 22:00 (UTC)","76200","0"
"04.03.2015 22:00 - 04.03.2015 23:00 (UTC)","73107","0"
"04.03.2015 23:00 - 05.03.2015 00:00 (UTC)","68823","0"
"05.03.2015 00:00 - 05.03.2015 01:00 (UTC)","66441","0"
"05.03.2015 01:00 - 05.03.2015 02:00 (UTC)","65511","0"
"05.03.2015 02:00 - 05.03.2015 03:00 (UTC)","65678","0"
"05.03.2015 03:00 - 05.03.2015 04:00 (UTC)","66951","0"
"05.03.2015 04:00 - 05.03.2015 05:00 (UTC)","70121","0"
"05.03.2015 05:00 - 05.03.2015 06:00 (UTC)","77065","0"
"05.03.2015 06:00 - 05.03.2015 07:00 (UTC)","83601","0"
"05.03.2015 07:00 - 05.03.2015 08:00 (UTC)","88861","0"
"05.03.2015 08:00 - 05.03.2015 09:00 (UTC)","91675","0"
"05.03.2015 09:00 - 05.03.2015 10:00 (UTC)","94858","0"
"05.03.2015 10:00 - 05.03.2015 11:00 (UTC)","96938","0"
"05.03.2015 11:00 - 05.03.2015 12:00 (UTC)","97346","0"
"05.03.2015 12:00 - 05.03.2015 13:00 (UTC)","96549","0"
"05.03.2015 13:00 - 05.03.2015 14:00 (UTC)","92882","0"
"05.03.2015 14:00 - 05.03.2015 15:00 (UTC)","89362","0"
"05.03.2015 15:00 - 05.03.2015 16:00 (UTC)","84549","0"
"05.03.2015 16:00 - 05.03.2015 17:00 (UTC)","81841","0"
"05.03.2015 17:00 - 05.03.2015 18:00 (UTC)","82824","0"
"05.03.2015 18:00 - 05.03.2015 19:00 (UTC)","83616","0"
"05.03.2015 19:00 - 05.03.2015 20:00 (UTC)","80872","0"
"05.03.2015 20:00 - 05.03.2015 21:00 (UTC)","77455","0"
"05.03.2015 21:00 - 05.03.2015 22:00 (UTC)","74157","0"
"05.03.2015 22:00 - 05.03.2015 23:00 (UTC)","69785","0"
"05.03.2015 23:00 - 06.03.2015 00:00 (UTC)","66862","0"
"06.03.2015 00:00 - 06.03.2015 01:00 (UTC)","64435","0"
"06.03.2015 01:00 - 06.03.2015 02:00 (UTC)","63645","0"
"06.03.2015 02:00 - 06.03.2015 03:00 (UTC)","63559","0"
"06.03.2015 03:00 - 06.03.2015 04:00 (UTC)","65441","0"
"06.03.2015 04:00 - 06.03.2015 05:00 (UTC)","69769","0"
"06.03.2015 05:00 - 06.03.2015 06:00 (UTC)","76800","0"
"06.03.2015 06:00 - 06.03.2015 07:00 (UTC)","82909","0"
"06.03.2015 07:00 - 06.03.2015 08:00 (UTC)","88098","0"
"06.03.2015 08:00 - 06.03.2015 09:00 (UTC)","90711","0"
"06.03.2015 09:00 - 06.03.2015 10:00 (UTC)","93134","0"
"06.03.2015 10:00 - 06.03.2015 11:00 (UTC)","94745","0"
"06.03.2015 11:00 - 06.03.2015 12:00 (UTC)","93089","0"
"06.03.2015 12:00 - 06.03.2015 13:00 (UTC)","90881","0"
"06.03.2015 13:00 - 06.03.2015 14:00 (UTC)","87800","0"
"06.03.2015 14:00 - 06.03.2015 15:00 (UTC)","85396","0"
"06.03.2015 15:00 - 06.03.2015 16:00 (UTC)","82257","0"
"06.03.2015 16:00 - 06.03.2015 17:00 (UTC)","80506","0"
"06.03.2015 17:00 - 06.03.2015 18:00 (UTC)","81801","0"
"06.03.2015 18:00 - 06.03.2015 19:00 (UTC)","82935","0"
"06.03.2015 19:00 - 06.03.2015 20:00 (UTC)","80122","0"
"06.03.2015 20:00 - 06.03.2015 21:00 (UTC)","75679","0"
"06.03.2015 21:00 - 06.03.2015 22:00 (UTC)","73166","0"
"06.03.2015 22:00 - 06.03.2015 23:00 (UTC)","69151","0"
"06.03.2015 23:00 - 07.03.2015 00:00 (UTC)","64444","0"
"07.03.2015 00:00 - 07.03.2015 01:00 (UTC)","61886","0"
"07.03.2015 01:00 - 07.03.2015 02:00 (UTC)","60503","0"
"07.03.2015 02:00 - 07.03.2015 03:00 (UTC)","60871","0"
"07.03.2015 03:00 - 07.03.2015 04:00 (UTC)","60880","0"
"07.03.2015 04:00 - 07.03.2015 05:00 (UTC)","61588","0"
"07.03.2015 05:00 - 07.03.2015 06:00 (UTC)","62727","0"
"07.03.2015 06:00 - 07.03.2015 07:00 (UTC)","66613","0"
"07.03.2015 07:00 - 07.03.2015 08:00 (UTC)","74137","0"
"07.03.2015 08:00 - 07.03.2015 09:00 (UTC)","80549","0"
"07.03.2015 09:00 - 07.03.2015 10:00 (UTC)","84893","0"
"07.03.2015 10:00 - 07.03.2015 11:00 (UTC)","86827","0"
"07.03.2015 11:00 - 07.03.2015 12:00 (UTC)","86962","0"
"07.03.2015 12:00 - 07.03.2015 13:00 (UTC)","84015","0"
"07.03.2015 13:00 - 07.03.2015 14:00 (UTC)","78660","0"
"07.03.2015 14:00 - 07.03.2015 15:00 (UTC)","74086","0"
"07.03.2015 15:00 - 07.03.2015 16:00 (UTC)","71248","0"
"07.03.2015 16:00 - 07.03.2015 17:00 (UTC)","71389","0"
"07.03.2015 17:00 - 07.03.2015 18:00 (UTC)","74182","0"
"07.03.2015 18:00 - 07.03.2015 19:00 (UTC)","74899","0"
"07.03.2015 19:00 - 07.03.2015 20:00 (UTC)","70873","0"
"07.03.2015 20:00 - 07.03.2015 21:00 (UTC)","66329","0"
"07.03.2015 21:00 - 07.03.2015 22:00 (UTC)","65203","0"
"07.03.2015 22:00 - 07.03.2015 23:00 (UTC)","62008","0"
"07.03.2015 23:00 - 08.03.2015 00:00 (UTC)","60870","0"
"08.03.2015 00:00 - 08.03.2015 01:00 (UTC)","59630","0"
"08.03.2015 01:00 - 08.03.2015 02:00 (UTC)","58026","0"
"08.03.2015 02:00 - 08.03.2015 03:00 (UTC)","57792","0"
"08.03.2015 03:00 - 08.03.2015 04:00 (UTC)","58788","0"
"08.03.2015 04:00 - 08.03.2015 05:00 (UTC)","58957","0"
"08.03.2015 05:00 - 08.03.2015 06:00 (UTC)","58236","0"
"08.03.2015 06:00 - 08.03.2015 07:00 (UTC)","61367","0"
"08.03.2015 07:00 - 08.03.2015 08:00 (UTC)","68473","0"
"08.03.2015 08:00 - 08.03.2015 09:00 (UTC)","75728","0"
"08.03.2015 09:00 - 08.03.2015 10:00 (UTC)","81825","0"
"08.03.2015 10:00 - 08.03.2015 11:00 (UTC)","84457","0"
"08.03.2015 11:00 - 08.03.2015 12:00 (UTC)","84388","0"
"08.03.2015 12:00 - 08.03.2015 13:00 (UTC)","80276","0"
"08.03.2015 13:00 - 08.03.2015 14:00 (UTC)","73393","0"
"08.03.2015 14:00 - 08.03.2015 15:00 (UTC)","66805","0"
"08.03.2015 15:00 - 08.03.2015 16:00 (UTC)","62851","0"
"08.03.2015 16:00 - 08.03.2015 17:00 (UTC)","62716","0"
"08.03.2015 17:00 - 08.03.2015 18:00 (UTC)","66824","0"
"08.03.2015 18:00 - 08.03.2015 19:00 (UTC)","69866","0"
"08.03.2015 19:00 - 08.03.2015 20:00 (UTC)","68029","0"
"08.03.2015 20:00 - 08.03.2015 21:00 (UTC)","65593","0"
"08.03.2015 21:00 - 08.03.2015 22:00 (UTC)","64088","0"
"08.03.2015 22:00 - 08.03.2015 23:00 (UTC)","60178","0"
"08.03.2015 23:00 - 09.03.2015 00:00 (UTC)","59048","0"
"09.03.2015 00:00 - 09.03.2015 01:00 (UTC)","56588","0"
"09.03.2015 01:00 - 09.03.2015 02:00 (UTC)","56108","0"
"09.03.2015 02:00 - 09.03.2015 03:00 (UTC)","56967","0"
"09.03.2015 03:00 - 09.03.2015 04:00 (UTC)","58968","0"
"09.03.2015 04:00 - 09.03.2015 05:00 (UTC)","64182","0"
"09.03.2015 05:00 - 09.03.2015 06:00 (UTC)","72473","0"
"09.03.2015 06:00 - 09.03.2015 07:00 (UTC)","79913","0"
"09.03.2015 07:00 - 09.03.2015 08:00 (UTC)","85674","0"
"09.03.2015 08:00 - 09.03.2015 09:00 (UTC)","89536","0"
"09.03.2015 09:00 - 09.03.2015 10:00 (UTC)","92109","0"
"09.03.2015 10:00 - 09.03.2015 11:00 (UTC)","94563","0"
"09.03.2015 11:00 - 09.03.2015 12:00 (UTC)","94983","0"
"09.03.2015 12:00 - 09.03.2015 13:00 (UTC)","93823","0"
"09.03.2015 13:00 - 09.03.2015 14:00 (UTC)","90611","0"
"09.03.2015 14:00 - 09.03.2015 15:00 (UTC)","87004","0"
"09.03.2015 15:00 - 09.03.2015 16:00 (UTC)","81692","0"
"09.03.2015 16:00 - 09.03.2015 17:00 (UTC)","79705","0"
"09.03.2015 17:00 - 09.03.2015 18:00 (UTC)","80766","0"
"09.03.2015 18:00 - 09.03.2015 19:00 (UTC)","83034","0"
"09.03.2015 19:00 - 09.03.2015 20:00 (UTC)","81388","0"
"09.03.2015 20:00 - 09.03.2015 21:00 (UTC)","77389","0"
"09.03.2015 21:00 - 09.03.2015 22:00 (UTC)","74313","0"
"09.03.2015 22:00 - 09.03.2015 23:00 (UTC)","69016","0"
"09.03.2015 23:00 - 10.03.2015 00:00 (UTC)","65363","0"
"10.03.2015 00:00 - 10.03.2015 01:00 (UTC)","63260","0"
"10.03.2015 01:00 - 10.03.2015 02:00 (UTC)","61837","0"
"10.03.2015 02:00 - 10.03.2015 03:00 (UTC)","62662","0"
"10.03.2015 03:00 - 10.03.2015 04:00 (UTC)","65045","0"
"10.03.2015 04:00 - 10.03.2015 05:00 (UTC)","69068","0"
"10.03.2015 05:00 - 10.03.2015 06:00 (UTC)","76015","0"
"10.03.2015 06:00 - 10.03.2015 07:00 (UTC)","81871","0"
"10.03.2015 07:00 - 10.03.2015 08:00 (UTC)","87214","0"
"10.03.2015 08:00 - 10.03.2015 09:00 (UTC)","90326","0"
"10.03.2015 09:00 - 10.03.2015 10:00 (UTC)","92742","0"
"10.03.2015 10:00 - 10.03.2015 11:00 (UTC)","94542","0"
"10.03.2015 11:00 - 10.03.2015 12:00 (UTC)","94099","0"
"10.03.2015 12:00 - 10.03.2015 13:00 (UTC)","92251","0"
"10.03.2015 13:00 - 10.03.2015 14:00 (UTC)","89468","0"
"10.03.2015 14:00 - 10.03.2015 15:00 (UTC)","86719","0"
"10.03.2015 15:00 - 10.03.2015 16:00 (UTC)","82779","0"
"10.03.2015 16:00 - 10.03.2015 17:00 (UTC)","81610","0"
"10.03.2015 17:00 - 10.03.2015 18:00 (UTC)","82412","0"
"10.03.2015 18:00 - 10.03.2015 19:00 (UTC)","83856","0"
"10.03.2015 19:00 - 10.03.2015 20:00 (UTC)","80905","0"
"10.03.2015 20:00 - 10.03.2015 21:00 (UTC)","76605","0"
"10.03.2015 21:00 - 10.03.2015 22:00 (UTC)","72095","0"
"10.03.2015 22:00 - 10.03.2015 23:00 (UTC)","67881","0"
"10.03.2015 23:00 - 11.03.2015 00:00 (UTC)","64674","0"
"11.03.2015 00:00 - 11.03.2015 01:00 (UTC)","62473","0"
"11.03.2015 01:00 - 11.03.2015 02:00 (UTC)","62412","0"
"11.03.2015 02:00 - 11.03.2015 03:00 (UTC)","62757","0"
"11.03.2015 03:00 - 11.03.2015 04:00 (UTC)","63536","0"
"11.03.2015 04:00 - 11.03.2015 05:00 (UTC)","68040","0"
"11.03.2015 05:00 - 11.03.2015 06:00 (UTC)","75655","0"
"11.03.2015 06:00 - 11.03.2015 07:00 (UTC)","83210","0"
"11.03.2015 07:00 - 11.03.2015 08:00 (UTC)","88792","0"
"11.03.2015 08:00 - 11.03.2015 09:00 (UTC)","93496","0"
"11.03.2015 09:00 - 11.03.2015 10:00 (UTC)","95931","0"
"11.03.2015 10:00 - 11.03.2015 11:00 (UTC)","97939","0"
"11.03.2015 11:00 - 11.03.2015 12:00 (UTC)","98687","0"
"11.03.2015 12:00 - 11.03.2015 13:00 (UTC)","98273","0"
"11.03.2015 13:00 - 11.03.2015 14:00 (UTC)","95327","0"
"11.03.2015 14:00 - 11.03.2015 15:00 (UTC)","91258","0"
"11.03.2015 15:00 - 11.03.2015 16:00 (UTC)","86494","0"
"11.03.2015 16:00 - 11.03.2015 17:00 (UTC)","82302","0"
"11.03.2015 17:00 - 11.03.2015 18:00 (UTC)","82848","0"
"11.03.2015 18:00 - 11.03.2015 19:00 (UTC)","82489","0"
"11.03.2015 19:00 - 11.03.2015 20:00 (UTC)","79813","0"
"11.03.2015 20:00 - 11.03.2015 21:00 (UTC)","75237","0"
"11.03.2015 21:00 - 11.03.2015 22:00 (UTC)","71916","0"
"11.03.2015 22:00 - 11.03.2015 23:00 (UTC)","67654","0"
"11.03.2015 23:00 - 12.03.2015 00:00 (UTC)","64656","0"
"12.03.2015 00:00 - 12.03.2015 01:00 (UTC)","62542","0"
"12.03.2015 01:00 - 12.03.2015 02:00 (UTC)","61858","0"
"12.03.2015 02:00 - 12.03.2015 03:00 (UTC)","62010","0"
"12.03.2015 03:00 - 12.03.2015 04:00 (UTC)","63675","0"
"12.03.2015 04:00 - 12.03.2015 05:00 (UTC)","67326","0"
"12.03.2015 05:00 - 12.03.2015 06:00 (UTC)","74344","0"
"12.03.2015 06:00 - 12.03.2015 07:00 (UTC)","81403","0"
"12.03.2015 07:00 - 12.03.2015 08:00 (UTC)","88225","0"
"12.03.2015 08:00 - 12.03.2015 09:00 (UTC)","92573","0"
"12.03.2015 09:00 - 12.03.2015 10:00 (UTC)","95268","0"
"12.03.2015 10:00 - 12.03.2015 11:00 (UTC)","97724","0"
"12.03.2015 11:00 - 12.03.2015 12:00 (UTC)","97772","0"
"12.03.2015 12:00 - 12.03.2015 13:00 (UTC)","96594","0"
"12.03.2015 13:00 - 12.03.2015 14:00 (UTC)","93531","0"
"12.03.2015 14:00 - 12.03.2015 15:00 (UTC)","90168","0"
"12.03.2015 15:00 - 12.03.2015 16:00 (UTC)","85007","0"
"12.03.2015 16:00 - 12.03.2015 17:00 (UTC)","81888","0"
"12.03.2015 17:00 - 12.03.2015 18:00 (UTC)","84047","0"
"12.03.2015 18:00 - 12.03.2015 19:00 (UTC)","84697","0"
"12.03.2015 19:00 - 12.03.2015 20:00 (UTC)","82003","0"
"12.03.2015 20:00 - 12.03.2015 21:00 (UTC)","77753","0"
"12.03.2015 21:00 - 12.03.2015 22:00 (UTC)","74190","0"
"12.03.2015 22:00 - 12.03.2015 23:00 (UTC)","69648","0"
"12.03.2015 23:00 - 13.03.2015 00:00 (UTC)","66644","0"
"13.03.2015 00:00 - 13.03.2015 01:00 (UTC)","64413","0"
"13.03.2015 01:00 - 13.03.2015 02:00 (UTC)","63499","0"
"13.03.2015 02:00 - 13.03.2015 03:00 (UTC)","63187","0"
"13.03.2015 03:00 - 13.03.2015 04:00 (UTC)","64582","0"
"13.03.2015 04:00 - 13.03.2015 05:00 (UTC)","68761","0"
"13.03.2015 05:00 - 13.03.2015 06:00 (UTC)","75980","0"
"13.03.2015 06:00 - 13.03.2015 07:00 (UTC)","83589","0"
"13.03.2015 07:00 - 13.03.2015 08:00 (UTC)","89482","0"
"13.03.2015 08:00 - 13.03.2015 09:00 (UTC)","93227","0"
"13.03.2015 09:00 - 13.03.2015 10:00 (UTC)","96650","0"
"13.03.2015 10:00 - 13.03.2015 11:00 (UTC)","98256","0"
"13.03.2015 11:00 - 13.03.2015 12:00 (UTC)","97934","0"
"13.03.2015 12:00 - 13.03.2015 13:00 (UTC)","95613","0"
"13.03.2015 13:00 - 13.03.2015 14:00 (UTC)","92167","0"
"13.03.2015 14:00 - 13.03.2015 15:00 (UTC)","88813","0"
"13.03.2015 15:00 - 13.03.2015 16:00 (UTC)","84972","0"
"13.03.2015 16:00 - 13.03.2015 17:00 (UTC)","82175","0"
"13.03.2015 17:00 - 13.03.2015 18:00 (UTC)","83700","0"
"13.03.2015 18:00 - 13.03.2015 19:00 (UTC)","83541","0"
"13.03.2015 19:00 - 13.03.2015 20:00 (UTC)","79633","0"
"13.03.2015 20:00 - 13.03.2015 21:00 (UTC)","75499","0"
"13.03.2015 21:00 - 13.03.2015 22:00 (UTC)","72626","0"
"13.03.2015 22:00 - 13.03.2015 23:00 (UTC)","67838","0"
"13.03.2015 23:00 - 14.03.2015 00:00 (UTC)","65032","0"
"14.03.2015 00:00 - 14.03.2015 01:00 (UTC)","62892","0"
"14.03.2015 01:00 - 14.03.2015 02:00 (UTC)","61275","0"
"14.03.2015 02:00 - 14.03.2015 03:00 (UTC)","61440","0"
"14.03.2015 03:00 - 14.03.2015 04:00 (UTC)","61843","0"
"14.03.2015 04:00 - 14.03.2015 05:00 (UTC)","62410","0"
"14.03.2015 05:00 - 14.03.2015 06:00 (UTC)","62885","0"
"14.03.2015 06:00 - 14.03.2015 07:00 (UTC)","66840","0"
"14.03.2015 07:00 - 14.03.2015 08:00 (UTC)","73677","0"
"14.03.2015 08:00 - 14.03.2015 09:00 (UTC)","78434","0"
"14.03.2015 09:00 - 14.03.2015 10:00 (UTC)","81106","0"
"14.03.2015 10:00 - 14.03.2015 11:00 (UTC)","82358","0"
"14.03.2015 11:00 - 14.03.2015 12:00 (UTC)","82312","0"
"14.03.2015 12:00 - 14.03.2015 13:00 (UTC)","79880","0"
"14.03.2015 13:00 - 14.03.2015 14:00 (UTC)","76551","0"
"14.03.2015 14:00 - 14.03.2015 15:00 (UTC)","74065","0"
"14.03.2015 15:00 - 14.03.2015 16:00 (UTC)","72284","0"
"14.03.2015 16:00 - 14.03.2015 17:00 (UTC)","73180","0"
"14.03.2015 17:00 - 14.03.2015 18:00 (UTC)","75314","0"
"14.03.2015 18:00 - 14.03.2015 19:00 (UTC)","75238","0"
"14.03.2015 19:00 - 14.03.2015 20:00 (UTC)","72025","0"
"14.03.2015 20:00 - 14.03.2015 21:00 (UTC)","68596","0"
"14.03.2015 21:00 - 14.03.2015 22:00 (UTC)","65958","0"
"14.03.2015 22:00 - 14.03.2015 23:00 (UTC)","62523","0"
"14.03.2015 23:00 - 15.03.2015 00:00 (UTC)","57724","0"
"15.03.2015 00:00 - 15.03.2015 01:00 (UTC)","55828","0"
"15.03.2015 01:00 - 15.03.2015 02:00 (UTC)","55024","0"
"15.03.2015 02:00 - 15.03.2015 03:00 (UTC)","54720","0"
"15.03.2015 03:00 - 15.03.2015 04:00 (UTC)","54741","0"
"15.03.2015 04:00 - 15.03.2015 05:00 (UTC)","54672","0"
