"MTU","Scheduled Generation [MW] (D) - BZN|ES","Scheduled Consumption [MW] (D) - BZN|ES"
"14.02.2016 10:00 - 14.02.2016 11:00 (UTC)","29964","2538"
"14.02.2016 11:00 - 14.02.2016 12:00 (UTC)","29868","2591"
"14.02.2016 12:00 - 14.02.2016 13:00 (UTC)","30192","2525"
"14.02.2016 13:00 - 14.02.2016 14:00 (UTC)","29721","2375"
"14.02.2016 14:00 - 14.02.2016 15:00 (UTC)","28843","2533"
"14.02.2016 15:00 - 14.02.2016 16:00 (UTC)","28106","2533"
"14.02.2016 16:00 - 14.02.2016 17:00 (UTC)","27759","2533"
"14.02.2016 17:00 - 14.02.2016 18:00 (UTC)","28567","2465"
"14.02.2016 18:00 - 14.02.2016 19:00 (UTC)","31098","1996"
"14.02.2016 19:00 - 14.02.2016 20:00 (UTC)","31467","887"
"14.02.2016 20:00 - 14.02.2016 21:00 (UTC)","31762","805"
"14.02.2016 21:00 - 14.02.2016 22:00 (UTC)","30743","1158"
"14.02.2016 22:00 - 14.02.2016 23:00 (UTC)","29122","2142"
"14.02.2016 23:00 - 15.02.2016 00:00 (UTC)","27865","2770"
"15.02.2016 00:00 - 15.02.2016 01:00 (UTC)","26488","3063"
"15.02.2016 01:00 - 15.02.2016 02:00 (UTC)","25643","3079"
"15.02.2016 02:00 - 15.02.2016 03:00 (UTC)","25300","3093"
"15.02.2016 03:00 - 15.02.2016 04:00 (UTC)","25346","3090"
"15.02.2016 04:00 - 15.02.2016 05:00 (UTC)","26038","3087"
"15.02.2016 05:00 - 15.02.2016 06:00 (UTC)","28155","2715"
"15.02.2016 06:00 - 15.02.2016 07:00 (UTC)","29876","392"
"15.02.2016 07:00 - 15.02.2016 08:00 (UTC)","32836","370"
"15.02.2016 08:00 - 15.02.2016 09:00 (UTC)","34053","384"
"15.02.2016 09:00 - 15.02.2016 10:00 (UTC)","35318","347"
"15.02.2016 10:00 - 15.02.2016 11:00 (UTC)","35808","796"
"15.02.2016 11:00 - 15.02.2016 12:00 (UTC)","36271","1554"
"15.02.2016 12:00 - 15.02.2016 13:00 (UTC)","36391","1656"
"15.02.2016 13:00 - 15.02.2016 14:00 (UTC)","35761","1967"
"15.02.2016 14:00 - 15.02.2016 15:00 (UTC)","35086","1951"
"15.02.2016 15:00 - 15.02.2016 16:00 (UTC)","34285","1687"
"15.02.2016 16:00 - 15.02.2016 17:00 (UTC)","33298","1154"
"15.02.2016 17:00 - 15.02.2016 18:00 (UTC)","33605","796"
"15.02.2016 18:00 - 15.02.2016 19:00 (UTC)","34799","0"
"15.02.2016 19:00 - 15.02.2016 20:00 (UTC)","34875","51"
"15.02.2016 20:00 - 15.02.2016 21:00 (UTC)","34469","684"
"15.02.2016 21:00 - 15.02.2016 22:00 (UTC)","32912","199"
"15.02.2016 22:00 - 15.02.2016 23:00 (UTC)","31078","1626"
"15.02.2016 23:00 - 16.02.2016 00:00 (UTC)","30281","2502"
"16.02.2016 00:00 - 16.02.2016 01:00 (UTC)","28987","3000"
"16.02.2016 01:00 - 16.02.2016 02:00 (UTC)","28265","3173"
"16.02.2016 02:00 - 16.02.2016 03:00 (UTC)","27653","3234"
"16.02.2016 03:00 - 16.02.2016 04:00 (UTC)","27506","3147"
"16.02.2016 04:00 - 16.02.2016 05:00 (UTC)","27814","2910"
"16.02.2016 05:00 - 16.02.2016 06:00 (UTC)","28155","2116"
"16.02.2016 06:00 - 16.02.2016 07:00 (UTC)","30499","690"
"16.02.2016 07:00 - 16.02.2016 08:00 (UTC)","33014","675"
"16.02.2016 08:00 - 16.02.2016 09:00 (UTC)","33399","0"
"16.02.2016 09:00 - 16.02.2016 10:00 (UTC)","34554","690"
"16.02.2016 10:00 - 16.02.2016 11:00 (UTC)","35089","690"
"16.02.2016 11:00 - 16.02.2016 12:00 (UTC)","35101","727"
"16.02.2016 12:00 - 16.02.2016 13:00 (UTC)","34529","690"
"16.02.2016 13:00 - 16.02.2016 14:00 (UTC)","33916","690"
"16.02.2016 14:00 - 16.02.2016 15:00 (UTC)","33411","690"
"16.02.2016 15:00 - 16.02.2016 16:00 (UTC)","32943","690"
"16.02.2016 16:00 - 16.02.2016 17:00 (UTC)","33318","690"
"16.02.2016 17:00 - 16.02.2016 18:00 (UTC)","33252","399"
"16.02.2016 18:00 - 16.02.2016 19:00 (UTC)","32934","0"
"16.02.2016 19:00 - 16.02.2016 20:00 (UTC)","32245","422"
"16.02.2016 20:00 - 16.02.2016 21:00 (UTC)","31605","382"
"16.02.2016 21:00 - 16.02.2016 22:00 (UTC)","29434","0"
"16.02.2016 22:00 - 16.02.2016 23:00 (UTC)","27033","690"
"16.02.2016 23:00 - 17.02.2016 00:00 (UTC)","25138","743"
"17.02.2016 00:00 - 17.02.2016 01:00 (UTC)","23122","1192"
"17.02.2016 01:00 - 17.02.2016 02:00 (UTC)","23301","1801"
"17.02.2016 02:00 - 17.02.2016 03:00 (UTC)","23752","2962"
"17.02.2016 03:00 - 17.02.2016 04:00 (UTC)","23985","3122"
"17.02.2016 04:00 - 17.02.2016 05:00 (UTC)","24429","2534"
"17.02.2016 05:00 - 17.02.2016 06:00 (UTC)","25028","743"
"17.02.2016 06:00 - 17.02.2016 07:00 (UTC)","29551","552"
"17.02.2016 07:00 - 17.02.2016 08:00 (UTC)","30794","280"
"17.02.2016 08:00 - 17.02.2016 09:00 (UTC)","32786","0"
"17.02.2016 09:00 - 17.02.2016 10:00 (UTC)","34448","116"
"17.02.2016 10:00 - 17.02.2016 11:00 (UTC)","35171","276"
"17.02.2016 11:00 - 17.02.2016 12:00 (UTC)","35257","552"
"17.02.2016 12:00 - 17.02.2016 13:00 (UTC)","35177","657"
"17.02.2016 13:00 - 17.02.2016 14:00 (UTC)","34451","761"
"17.02.2016 14:00 - 17.02.2016 15:00 (UTC)","33555","837"
"17.02.2016 15:00 - 17.02.2016 16:00 (UTC)","33184","843"
"17.02.2016 16:00 - 17.02.2016 17:00 (UTC)","32691","879"
"17.02.2016 17:00 - 17.02.2016 18:00 (UTC)","32318","743"
"17.02.2016 18:00 - 17.02.2016 19:00 (UTC)","33757","138"
"17.02.2016 19:00 - 17.02.2016 20:00 (UTC)","34308","690"
"17.02.2016 20:00 - 17.02.2016 21:00 (UTC)","32395","743"
"17.02.2016 21:00 - 17.02.2016 22:00 (UTC)","31161","807"
"17.02.2016 22:00 - 17.02.2016 23:00 (UTC)","29012","885"
"17.02.2016 23:00 - 18.02.2016 00:00 (UTC)","27135","1664"
"18.02.2016 00:00 - 18.02.2016 01:00 (UTC)","25861","2285"
"18.02.2016 01:00 - 18.02.2016 02:00 (UTC)","25577","2074"
"18.02.2016 02:00 - 18.02.2016 03:00 (UTC)","25369","2490"
"18.02.2016 03:00 - 18.02.2016 04:00 (UTC)","24988","2542"
"18.02.2016 04:00 - 18.02.2016 05:00 (UTC)","24797","2490"
"18.02.2016 05:00 - 18.02.2016 06:00 (UTC)","25881","1315"
"18.02.2016 06:00 - 18.02.2016 07:00 (UTC)","28655","414"
"18.02.2016 07:00 - 18.02.2016 08:00 (UTC)","30560","278"
"18.02.2016 08:00 - 18.02.2016 09:00 (UTC)","31494","138"
"18.02.2016 09:00 - 18.02.2016 10:00 (UTC)","32402","138"
"18.02.2016 10:00 - 18.02.2016 11:00 (UTC)","32401","414"
"18.02.2016 11:00 - 18.02.2016 12:00 (UTC)","32794","705"
"18.02.2016 12:00 - 18.02.2016 13:00 (UTC)","33022","828"
"18.02.2016 13:00 - 18.02.2016 14:00 (UTC)","33053","828"
"18.02.2016 14:00 - 18.02.2016 15:00 (UTC)","32509","848"
"18.02.2016 15:00 - 18.02.2016 16:00 (UTC)","32007","828"
"18.02.2016 16:00 - 18.02.2016 17:00 (UTC)","31547","828"
"18.02.2016 17:00 - 18.02.2016 18:00 (UTC)","31384","635"
"18.02.2016 18:00 - 18.02.2016 19:00 (UTC)","32929","0"
"18.02.2016 19:00 - 18.02.2016 20:00 (UTC)","32138","552"
"18.02.2016 20:00 - 18.02.2016 21:00 (UTC)","31227","638"
"18.02.2016 21:00 - 18.02.2016 22:00 (UTC)","29777","828"
"18.02.2016 22:00 - 18.02.2016 23:00 (UTC)","28561","1339"
"18.02.2016 23:00 - 19.02.2016 00:00 (UTC)","25293","768"
"19.02.2016 00:00 - 19.02.2016 01:00 (UTC)","24391","2490"
"19.02.2016 01:00 - 19.02.2016 02:00 (UTC)","24115","2703"
"19.02.2016 02:00 - 19.02.2016 03:00 (UTC)","24022","2886"
"19.02.2016 03:00 - 19.02.2016 04:00 (UTC)","23860","2886"
"19.02.2016 04:00 - 19.02.2016 05:00 (UTC)","23680","2490"
"19.02.2016 05:00 - 19.02.2016 06:00 (UTC)","24456","314"
"19.02.2016 06:00 - 19.02.2016 07:00 (UTC)","27698","59"
"19.02.2016 07:00 - 19.02.2016 08:00 (UTC)","29193","0"
"19.02.2016 08:00 - 19.02.2016 09:00 (UTC)","30087","0"
"19.02.2016 09:00 - 19.02.2016 10:00 (UTC)","31043","0"
"19.02.2016 10:00 - 19.02.2016 11:00 (UTC)","31433","114"
"19.02.2016 11:00 - 19.02.2016 12:00 (UTC)","31252","204"
"19.02.2016 12:00 - 19.02.2016 13:00 (UTC)","31168","204"
"19.02.2016 13:00 - 19.02.2016 14:00 (UTC)","30515","326"
"19.02.2016 14:00 - 19.02.2016 15:00 (UTC)","30104","462"
"19.02.2016 15:00 - 19.02.2016 16:00 (UTC)","29643","462"
"19.02.2016 16:00 - 19.02.2016 17:00 (UTC)","29057","417"
"19.02.2016 17:00 - 19.02.2016 18:00 (UTC)","29093","148"
"19.02.2016 18:00 - 19.02.2016 19:00 (UTC)","30492","0"
"19.02.2016 19:00 - 19.02.2016 20:00 (UTC)","30638","0"
"19.02.2016 20:00 - 19.02.2016 21:00 (UTC)","30343","10"
"19.02.2016 21:00 - 19.02.2016 22:00 (UTC)","28358","292"
"19.02.2016 22:00 - 19.02.2016 23:00 (UTC)","26253","348"
"19.02.2016 23:00 - 20.02.2016 00:00 (UTC)","24036","713"
"20.02.2016 00:00 - 20.02.2016 01:00 (UTC)","23119","1331"
"20.02.2016 01:00 - 20.02.2016 02:00 (UTC)","21644","2444"
"20.02.2016 02:00 - 20.02.2016 03:00 (UTC)","21203","2701"
"20.02.2016 03:00 - 20.02.2016 04:00 (UTC)","21040","2933"
"20.02.2016 04:00 - 20.02.2016 05:00 (UTC)","20913","2933"
"20.02.2016 05:00 - 20.02.2016 06:00 (UTC)","20934","2585"
"20.02.2016 06:00 - 20.02.2016 07:00 (UTC)","21089","2531"
"20.02.2016 07:00 - 20.02.2016 08:00 (UTC)","21954","1566"
"20.02.2016 08:00 - 20.02.2016 09:00 (UTC)","24149","832"
"20.02.2016 09:00 - 20.02.2016 10:00 (UTC)","25937","75"
"20.02.2016 10:00 - 20.02.2016 11:00 (UTC)","27103","268"
"20.02.2016 11:00 - 20.02.2016 12:00 (UTC)","27648","968"
"20.02.2016 12:00 - 20.02.2016 13:00 (UTC)","27485","593"
"20.02.2016 13:00 - 20.02.2016 14:00 (UTC)","27469","1157"
"20.02.2016 14:00 - 20.02.2016 15:00 (UTC)","26335","1704"
"20.02.2016 15:00 - 20.02.2016 16:00 (UTC)","25660","1703"
"20.02.2016 16:00 - 20.02.2016 17:00 (UTC)","24849","1268"
"20.02.2016 17:00 - 20.02.2016 18:00 (UTC)","25076","749"
"20.02.2016 18:00 - 20.02.2016 19:00 (UTC)","25779","33"
"20.02.2016 19:00 - 20.02.2016 20:00 (UTC)","26584","0"
"20.02.2016 20:00 - 20.02.2016 21:00 (UTC)","26123","44"
"20.02.2016 21:00 - 20.02.2016 22:00 (UTC)","25318","395"
"20.02.2016 22:00 - 20.02.2016 23:00 (UTC)","24206","1157"
"20.02.2016 23:00 - 21.02.2016 00:00 (UTC)","23770","1672"
"21.02.2016 00:00 - 21.02.2016 01:00 (UTC)","23119","2581"
"21.02.2016 01:00 - 21.02.2016 02:00 (UTC)","22240","3275"
"21.02.2016 02:00 - 21.02.2016 03:00 (UTC)","21278","3304"
"21.02.2016 03:00 - 21.02.2016 04:00 (UTC)","20908","3434"
"21.02.2016 04:00 - 21.02.2016 05:00 (UTC)","21119","3305"
"21.02.2016 05:00 - 21.02.2016 06:00 (UTC)","21275","3304"
"21.02.2016 06:00 - 21.02.2016 07:00 (UTC)","21033","3128"
"21.02.2016 07:00 - 21.02.2016 08:00 (UTC)","21833","3011"
"21.02.2016 08:00 - 21.02.2016 09:00 (UTC)","23511","2425"
"21.02.2016 09:00 - 21.02.2016 10:00 (UTC)","24877","1804"
"21.02.2016 10:00 - 21.02.2016 11:00 (UTC)","26075","1690"
"21.02.2016 11:00 - 21.02.2016 12:00 (UTC)","27083","1987"
"21.02.2016 12:00 - 21.02.2016 13:00 (UTC)","27371","1773"
"21.02.2016 13:00 - 21.02.2016 14:00 (UTC)","27293","1928"
"21.02.2016 14:00 - 21.02.2016 15:00 (UTC)","26872","2109"
"21.02.2016 15:00 - 21.02.2016 16:00 (UTC)","26182","2004"
"21.02.2016 16:00 - 21.02.2016 17:00 (UTC)","25117","1942"
"21.02.2016 17:00 - 21.02.2016 18:00 (UTC)","24437","500"
"21.02.2016 18:00 - 21.02.2016 19:00 (UTC)","26065","0"
"21.02.2016 19:00 - 21.02.2016 20:00 (UTC)","27500","0"
"21.02.2016 20:00 - 21.02.2016 21:00 (UTC)","27552","0"
"21.02.2016 21:00 - 21.02.2016 22:00 (UTC)","26508","0"
"21.02.2016 22:00 - 21.02.2016 23:00 (UTC)","24190","0"
"21.02.2016 23:00 - 22.02.2016 00:00 (UTC)","22484","437"
"22.02.2016 00:00 - 22.02.2016 01:00 (UTC)","21653","1088"
"22.02.2016 01:00 - 22.02.2016 02:00 (UTC)","20089","1374"
"22.02.2016 02:00 - 22.02.2016 03:00 (UTC)","19619","1869"
"22.02.2016 03:00 - 22.02.2016 04:00 (UTC)","19407","1823"
"22.02.2016 04:00 - 22.02.2016 05:00 (UTC)","19500","1428"
"22.02.2016 05:00 - 22.02.2016 06:00 (UTC)","21266","823"
"22.02.2016 06:00 - 22.02.2016 07:00 (UTC)","24302","114"
"22.02.2016 07:00 - 22.02.2016 08:00 (UTC)","27265","114"
"22.02.2016 08:00 - 22.02.2016 09:00 (UTC)","28887","14"
"22.02.2016 09:00 - 22.02.2016 10:00 (UTC)","30220","14"
"22.02.2016 10:00 - 22.02.2016 11:00 (UTC)","30813","29"
"22.02.2016 11:00 - 22.02.2016 12:00 (UTC)","30815","14"
"22.02.2016 12:00 - 22.02.2016 13:00 (UTC)","30839","14"
"22.02.2016 13:00 - 22.02.2016 14:00 (UTC)","30170","90"
"22.02.2016 14:00 - 22.02.2016 15:00 (UTC)","29932","338"
"22.02.2016 15:00 - 22.02.2016 16:00 (UTC)","29548","428"
"22.02.2016 16:00 - 22.02.2016 17:00 (UTC)","29026","233"
"22.02.2016 17:00 - 22.02.2016 18:00 (UTC)","29239","167"
"22.02.2016 18:00 - 22.02.2016 19:00 (UTC)","31281","167"
"22.02.2016 19:00 - 22.02.2016 20:00 (UTC)","31929","114"
"22.02.2016 20:00 - 22.02.2016 21:00 (UTC)","31300","114"
"22.02.2016 21:00 - 22.02.2016 22:00 (UTC)","29455","90"
"22.02.2016 22:00 - 22.02.2016 23:00 (UTC)","26894","246"
"22.02.2016 23:00 - 23.02.2016 00:00 (UTC)","25225","810"
"23.02.2016 00:00 - 23.02.2016 01:00 (UTC)","24320","1795"
"23.02.2016 01:00 - 23.02.2016 02:00 (UTC)","24115","2531"
"23.02.2016 02:00 - 23.02.2016 03:00 (UTC)","23693","2793"
"23.02.2016 03:00 - 23.02.2016 04:00 (UTC)","23714","2784"
"23.02.2016 04:00 - 23.02.2016 05:00 (UTC)","23942","2565"
"23.02.2016 05:00 - 23.02.2016 06:00 (UTC)","24076","940"
"23.02.2016 06:00 - 23.02.2016 07:00 (UTC)","26879","385"
"23.02.2016 07:00 - 23.02.2016 08:00 (UTC)","28868","0"
"23.02.2016 08:00 - 23.02.2016 09:00 (UTC)","30192","21"
"23.02.2016 09:00 - 23.02.2016 10:00 (UTC)","31428","40"
"23.02.2016 10:00 - 23.02.2016 11:00 (UTC)","32576","159"
"23.02.2016 11:00 - 23.02.2016 12:00 (UTC)","33760","90"
"23.02.2016 12:00 - 23.02.2016 13:00 (UTC)","33840","500"
"23.02.2016 13:00 - 23.02.2016 14:00 (UTC)","33000","590"
"23.02.2016 14:00 - 23.02.2016 15:00 (UTC)","31680","590"
"23.02.2016 15:00 - 23.02.2016 16:00 (UTC)","31526","590"
"23.02.2016 16:00 - 23.02.2016 17:00 (UTC)","30926","590"
"23.02.2016 17:00 - 23.02.2016 18:00 (UTC)","30205","90"
"23.02.2016 18:00 - 23.02.2016 19:00 (UTC)","31825","0"
"23.02.2016 19:00 - 23.02.2016 20:00 (UTC)","32506","0"
"23.02.2016 20:00 - 23.02.2016 21:00 (UTC)","31914","0"
"23.02.2016 21:00 - 23.02.2016 22:00 (UTC)","29776","90"
"23.02.2016 22:00 - 23.02.2016 23:00 (UTC)","27285","590"
"23.02.2016 23:00 - 24.02.2016 00:00 (UTC)","25921","945"
"24.02.2016 00:00 - 24.02.2016 01:00 (UTC)","25548","1072"
"24.02.2016 01:00 - 24.02.2016 02:00 (UTC)","25201","1157"
"24.02.2016 02:00 - 24.02.2016 03:00 (UTC)","24367","1386"
"24.02.2016 03:00 - 24.02.2016 04:00 (UTC)","24166","1386"
"24.02.2016 04:00 - 24.02.2016 05:00 (UTC)","24624","1160"
"24.02.2016 05:00 - 24.02.2016 06:00 (UTC)","24548","959"
"24.02.2016 06:00 - 24.02.2016 07:00 (UTC)","25594","143"
"24.02.2016 07:00 - 24.02.2016 08:00 (UTC)","27728","0"
"24.02.2016 08:00 - 24.02.2016 09:00 (UTC)","28761","0"
"24.02.2016 09:00 - 24.02.2016 10:00 (UTC)","29624","0"
"24.02.2016 10:00 - 24.02.2016 11:00 (UTC)","30031","53"
"24.02.2016 11:00 - 24.02.2016 12:00 (UTC)","30235","187"
"24.02.2016 12:00 - 24.02.2016 13:00 (UTC)","30555","285"
"24.02.2016 13:00 - 24.02.2016 14:00 (UTC)","30148","329"
"24.02.2016 14:00 - 24.02.2016 15:00 (UTC)","30270","317"
"24.02.2016 15:00 - 24.02.2016 16:00 (UTC)","29877","338"
"24.02.2016 16:00 - 24.02.2016 17:00 (UTC)","29687","121"
"24.02.2016 17:00 - 24.02.2016 18:00 (UTC)","30281","0"
"24.02.2016 18:00 - 24.02.2016 19:00 (UTC)","31808","0"
"24.02.2016 19:00 - 24.02.2016 20:00 (UTC)","30838","0"
"24.02.2016 20:00 - 24.02.2016 21:00 (UTC)","30722","0"
"24.02.2016 21:00 - 24.02.2016 22:00 (UTC)","29946","233"
"24.02.2016 22:00 - 24.02.2016 23:00 (UTC)","28189","285"
"24.02.2016 23:00 - 25.02.2016 00:00 (UTC)","28436","945"
"25.02.2016 00:00 - 25.02.2016 01:00 (UTC)","28142","1049"
"25.02.2016 01:00 - 25.02.2016 02:00 (UTC)","27834","1198"
"25.02.2016 02:00 - 25.02.2016 03:00 (UTC)","27336","1338"
"25.02.2016 03:00 - 25.02.2016 04:00 (UTC)","27294","1338"
"25.02.2016 04:00 - 25.02.2016 05:00 (UTC)","27860","1338"
"25.02.2016 05:00 - 25.02.2016 06:00 (UTC)","28690","1148"
"25.02.2016 06:00 - 25.02.2016 07:00 (UTC)","30621","782"
"25.02.2016 07:00 - 25.02.2016 08:00 (UTC)","31745","106"
"25.02.2016 08:00 - 25.02.2016 09:00 (UTC)","33133","0"
"25.02.2016 09:00 - 25.02.2016 10:00 (UTC)","32961","106"
"25.02.2016 10:00 - 25.02.2016 11:00 (UTC)","33614","234"
"25.02.2016 11:00 - 25.02.2016 12:00 (UTC)","33758","393"
"25.02.2016 12:00 - 25.02.2016 13:00 (UTC)","33738","233"
"25.02.2016 13:00 - 25.02.2016 14:00 (UTC)","33115","233"
"25.02.2016 14:00 - 25.02.2016 15:00 (UTC)","32778","233"
"25.02.2016 15:00 - 25.02.2016 16:00 (UTC)","32175","213"
"25.02.2016 16:00 - 25.02.2016 17:00 (UTC)","31546","271"
"25.02.2016 17:00 - 25.02.2016 18:00 (UTC)","31719","0"
"25.02.2016 18:00 - 25.02.2016 19:00 (UTC)","32904","0"
"25.02.2016 19:00 - 25.02.2016 20:00 (UTC)","31998","0"
"25.02.2016 20:00 - 25.02.2016 21:00 (UTC)","31121","0"
"25.02.2016 21:00 - 25.02.2016 22:00 (UTC)","29986","328"
"25.02.2016 22:00 - 25.02.2016 23:00 (UTC)","28602","219"
"25.02.2016 23:00 - 26.02.2016 00:00 (UTC)","25801","240"
"26.02.2016 00:00 - 26.02.2016 01:00 (UTC)","25306","472"
"26.02.2016 01:00 - 26.02.2016 02:00 (UTC)","25182","582"
"26.02.2016 02:00 - 26.02.2016 03:00 (UTC)","25046","774"
"26.02.2016 03:00 - 26.02.2016 04:00 (UTC)","25010","772"
"26.02.2016 04:00 - 26.02.2016 05:00 (UTC)","25070","741"
"26.02.2016 05:00 - 26.02.2016 06:00 (UTC)","25801","132"
"26.02.2016 06:00 - 26.02.2016 07:00 (UTC)","28666","233"
"26.02.2016 07:00 - 26.02.2016 08:00 (UTC)","30167","0"
"26.02.2016 08:00 - 26.02.2016 09:00 (UTC)","30522","0"
"26.02.2016 09:00 - 26.02.2016 10:00 (UTC)","30965","42"
"26.02.2016 10:00 - 26.02.2016 11:00 (UTC)","31015","220"
"26.02.2016 11:00 - 26.02.2016 12:00 (UTC)","31808","428"
"26.02.2016 12:00 - 26.02.2016 13:00 (UTC)","32201","233"
"26.02.2016 13:00 - 26.02.2016 14:00 (UTC)","32150","233"
"26.02.2016 14:00 - 26.02.2016 15:00 (UTC)","32347","236"
"26.02.2016 15:00 - 26.02.2016 16:00 (UTC)","32402","233"
"26.02.2016 16:00 - 26.02.2016 17:00 (UTC)","32162","233"
"26.02.2016 17:00 - 26.02.2016 18:00 (UTC)","32906","341"
"26.02.2016 18:00 - 26.02.2016 19:00 (UTC)","33981","220"
"26.02.2016 19:00 - 26.02.2016 20:00 (UTC)","34066","53"
"26.02.2016 20:00 - 26.02.2016 21:00 (UTC)","33411","164"
"26.02.2016 21:00 - 26.02.2016 22:00 (UTC)","32748","233"
"26.02.2016 22:00 - 26.02.2016 23:00 (UTC)","31007","375"
"26.02.2016 23:00 - 27.02.2016 00:00 (UTC)","30153","1565"
"27.02.2016 00:00 - 27.02.2016 01:00 (UTC)","28825","1660"
"27.02.2016 01:00 - 27.02.2016 02:00 (UTC)","27646","1800"
"27.02.2016 02:00 - 27.02.2016 03:00 (UTC)","27114","2131"
"27.02.2016 03:00 - 27.02.2016 04:00 (UTC)","26769","2177"
"27.02.2016 04:00 - 27.02.2016 05:00 (UTC)","26776","2292"
"27.02.2016 05:00 - 27.02.2016 06:00 (UTC)","27148","2292"
"27.02.2016 06:00 - 27.02.2016 07:00 (UTC)","27700","2078"
"27.02.2016 07:00 - 27.02.2016 08:00 (UTC)","29147","1988"
"27.02.2016 08:00 - 27.02.2016 09:00 (UTC)","31242","1385"
"27.02.2016 09:00 - 27.02.2016 10:00 (UTC)","33135","1260"
"27.02.2016 10:00 - 27.02.2016 11:00 (UTC)","33750","1317"
"27.02.2016 11:00 - 27.02.2016 12:00 (UTC)","33763","1385"
"27.02.2016 12:00 - 27.02.2016 13:00 (UTC)","33838","1484"
"27.02.2016 13:00 - 27.02.2016 14:00 (UTC)","33593","1668"
"27.02.2016 14:00 - 27.02.2016 15:00 (UTC)","32477","2051"
"27.02.2016 15:00 - 27.02.2016 16:00 (UTC)","31627","1961"
"27.02.2016 16:00 - 27.02.2016 17:00 (UTC)","31186","1910"
"27.02.2016 17:00 - 27.02.2016 18:00 (UTC)","31913","1772"
"27.02.2016 18:00 - 27.02.2016 19:00 (UTC)","33098","1260"
"27.02.2016 19:00 - 27.02.2016 20:00 (UTC)","33504","1070"
"27.02.2016 20:00 - 27.02.2016 21:00 (UTC)","33203","1070"
"27.02.2016 21:00 - 27.02.2016 22:00 (UTC)","32257","1290"
"27.02.2016 22:00 - 27.02.2016 23:00 (UTC)","30851","1385"
"27.02.2016 23:00 - 28.02.2016 00:00 (UTC)","28275","1316"
"28.02.2016 00:00 - 28.02.2016 01:00 (UTC)","26897","1911"
"28.02.2016 01:00 - 28.02.2016 02:00 (UTC)","26275","2404"
"28.02.2016 02:00 - 28.02.2016 03:00 (UTC)","25422","2404"
"28.02.2016 03:00 - 28.02.2016 04:00 (UTC)","25388","2427"
"28.02.2016 04:00 - 28.02.2016 05:00 (UTC)","25454","2535"
"28.02.2016 05:00 - 28.02.2016 06:00 (UTC)","25541","2560"
"28.02.2016 06:00 - 28.02.2016 07:00 (UTC)","25438","2335"
"28.02.2016 07:00 - 28.02.2016 08:00 (UTC)","26018","2153"
"28.02.2016 08:00 - 28.02.2016 09:00 (UTC)","27460","1824"
"28.02.2016 09:00 - 28.02.2016 10:00 (UTC)","29411","1499"
"28.02.2016 10:00 - 28.02.2016 11:00 (UTC)","30634","1502"
"28.02.2016 11:00 - 28.02.2016 12:00 (UTC)","30862","1590"
"28.02.2016 12:00 - 28.02.2016 13:00 (UTC)","31420","1648"
"28.02.2016 13:00 - 28.02.2016 14:00 (UTC)","31075","1785"
"28.02.2016 14:00 - 28.02.2016 15:00 (UTC)","29824","1959"
"28.02.2016 15:00 - 28.02.2016 16:00 (UTC)","29175","2059"
"28.02.2016 16:00 - 28.02.2016 17:00 (UTC)","28464","1875"
"28.02.2016 17:00 - 28.02.2016 18:00 (UTC)","29053","1353"
"28.02.2016 18:00 - 28.02.2016 19:00 (UTC)","30451","789"
"28.02.2016 19:00 - 28.02.2016 20:00 (UTC)","31785","219"
"28.02.2016 20:00 - 28.02.2016 21:00 (UTC)","31886","219"
"28.02.2016 21:00 - 28.02.2016 22:00 (UTC)","31082","599"
"28.02.2016 22:00 - 28.02.2016 23:00 (UTC)","29276","789"
"28.02.2016 23:00 - 29.02.2016 00:00 (UTC)","29213","825"
"29.02.2016 00:00 - 29.02.2016 01:00 (UTC)","28648","2119"
"29.02.2016 01:00 - 29.02.2016 02:00 (UTC)","27650","2630"
"29.02.2016 02:00 - 29.02.2016 03:00 (UTC)","27266","2816"
"29.02.2016 03:00 - 29.02.2016 04:00 (UTC)","27149","2701"
"29.02.2016 04:00 - 29.02.2016 05:00 (UTC)","27861","2701"
"29.02.2016 05:00 - 29.02.2016 06:00 (UTC)","29216","1193"
"29.02.2016 06:00 - 29.02.2016 07:00 (UTC)","30540","441"
"29.02.2016 07:00 - 29.02.2016 08:00 (UTC)","32952","469"
"29.02.2016 08:00 - 29.02.2016 09:00 (UTC)","34317","418"
"29.02.2016 09:00 - 29.02.2016 10:00 (UTC)","35830","480"
"29.02.2016 10:00 - 29.02.2016 11:00 (UTC)","36924","444"
"29.02.2016 11:00 - 29.02.2016 12:00 (UTC)","37303","483"
"29.02.2016 12:00 - 29.02.2016 13:00 (UTC)","37131","459"
"29.02.2016 13:00 - 29.02.2016 14:00 (UTC)","36607","450"
"29.02.2016 14:00 - 29.02.2016 15:00 (UTC)","36544","660"
"29.02.2016 15:00 - 29.02.2016 16:00 (UTC)","35793","604"
"29.02.2016 16:00 - 29.02.2016 17:00 (UTC)","35656","635"
"29.02.2016 17:00 - 29.02.2016 18:00 (UTC)","34466","382"
"29.02.2016 18:00 - 29.02.2016 19:00 (UTC)","35649","53"
"29.02.2016 19:00 - 29.02.2016 20:00 (UTC)","35366","53"
"29.02.2016 20:00 - 29.02.2016 21:00 (UTC)","34969","53"
"29.02.2016 21:00 - 29.02.2016 22:00 (UTC)","34200","53"
