"MTU","Scheduled Generation [MW] (D) - BZN|ES","Scheduled Consumption [MW] (D) - BZN|ES"
"11.01.2016 07:00 - 11.01.2016 08:00 (UTC)","31730","0"
"11.01.2016 08:00 - 11.01.2016 09:00 (UTC)","32720","0"
"11.01.2016 09:00 - 11.01.2016 10:00 (UTC)","33884","0"
"11.01.2016 10:00 - 11.01.2016 11:00 (UTC)","34674","247"
"11.01.2016 11:00 - 11.01.2016 12:00 (UTC)","35087","611"
"11.01.2016 12:00 - 11.01.2016 13:00 (UTC)","34988","328"
"11.01.2016 13:00 - 11.01.2016 14:00 (UTC)","34508","754"
"11.01.2016 14:00 - 11.01.2016 15:00 (UTC)","33488","690"
"11.01.2016 15:00 - 11.01.2016 16:00 (UTC)","32537","690"
"11.01.2016 16:00 - 11.01.2016 17:00 (UTC)","32114","165"
"11.01.2016 17:00 - 11.01.2016 18:00 (UTC)","33594","0"
"11.01.2016 18:00 - 11.01.2016 19:00 (UTC)","32152","76"
"11.01.2016 19:00 - 11.01.2016 20:00 (UTC)","31896","0"
"11.01.2016 20:00 - 11.01.2016 21:00 (UTC)","31442","26"
"11.01.2016 21:00 - 11.01.2016 22:00 (UTC)","29980","138"
"11.01.2016 22:00 - 11.01.2016 23:00 (UTC)","28909","780"
"11.01.2016 23:00 - 12.01.2016 00:00 (UTC)","29546","1166"
"12.01.2016 00:00 - 12.01.2016 01:00 (UTC)","29063","1408"
"12.01.2016 01:00 - 12.01.2016 02:00 (UTC)","28090","1817"
"12.01.2016 02:00 - 12.01.2016 03:00 (UTC)","27513","1889"
"12.01.2016 03:00 - 12.01.2016 04:00 (UTC)","26982","1627"
"12.01.2016 04:00 - 12.01.2016 05:00 (UTC)","27168","1399"
"12.01.2016 05:00 - 12.01.2016 06:00 (UTC)","26813","1166"
"12.01.2016 06:00 - 12.01.2016 07:00 (UTC)","28070","420"
"12.01.2016 07:00 - 12.01.2016 08:00 (UTC)","29947","72"
"12.01.2016 08:00 - 12.01.2016 09:00 (UTC)","30810","72"
"12.01.2016 09:00 - 12.01.2016 10:00 (UTC)","31922","72"
"12.01.2016 10:00 - 12.01.2016 11:00 (UTC)","31724","72"
"12.01.2016 11:00 - 12.01.2016 12:00 (UTC)","32314","414"
"12.01.2016 12:00 - 12.01.2016 13:00 (UTC)","32542","414"
"12.01.2016 13:00 - 12.01.2016 14:00 (UTC)","32065","690"
"12.01.2016 14:00 - 12.01.2016 15:00 (UTC)","31704","690"
"12.01.2016 15:00 - 12.01.2016 16:00 (UTC)","30599","276"
"12.01.2016 16:00 - 12.01.2016 17:00 (UTC)","30647","0"
"12.01.2016 17:00 - 12.01.2016 18:00 (UTC)","30937","0"
"12.01.2016 18:00 - 12.01.2016 19:00 (UTC)","31746","0"
"12.01.2016 19:00 - 12.01.2016 20:00 (UTC)","31782","0"
"12.01.2016 20:00 - 12.01.2016 21:00 (UTC)","30942","0"
"12.01.2016 21:00 - 12.01.2016 22:00 (UTC)","28946","0"
"12.01.2016 22:00 - 12.01.2016 23:00 (UTC)","26490","0"
"12.01.2016 23:00 - 13.01.2016 00:00 (UTC)","24976","729"
"13.01.2016 00:00 - 13.01.2016 01:00 (UTC)","23408","1106"
"13.01.2016 01:00 - 13.01.2016 02:00 (UTC)","22796","1573"
"13.01.2016 02:00 - 13.01.2016 03:00 (UTC)","22206","1775"
"13.01.2016 03:00 - 13.01.2016 04:00 (UTC)","22089","1810"
"13.01.2016 04:00 - 13.01.2016 05:00 (UTC)","22089","1779"
"13.01.2016 05:00 - 13.01.2016 06:00 (UTC)","22537","1206"
"13.01.2016 06:00 - 13.01.2016 07:00 (UTC)","25867","558"
"13.01.2016 07:00 - 13.01.2016 08:00 (UTC)","28543","276"
"13.01.2016 08:00 - 13.01.2016 09:00 (UTC)","29267","138"
"13.01.2016 09:00 - 13.01.2016 10:00 (UTC)","30340","138"
"13.01.2016 10:00 - 13.01.2016 11:00 (UTC)","30674","445"
"13.01.2016 11:00 - 13.01.2016 12:00 (UTC)","31034","558"
"13.01.2016 12:00 - 13.01.2016 13:00 (UTC)","31452","558"
"13.01.2016 13:00 - 13.01.2016 14:00 (UTC)","30456","696"
"13.01.2016 14:00 - 13.01.2016 15:00 (UTC)","29989","696"
"13.01.2016 15:00 - 13.01.2016 16:00 (UTC)","29742","696"
"13.01.2016 16:00 - 13.01.2016 17:00 (UTC)","31583","696"
"13.01.2016 17:00 - 13.01.2016 18:00 (UTC)","32875","276"
"13.01.2016 18:00 - 13.01.2016 19:00 (UTC)","33418","486"
"13.01.2016 19:00 - 13.01.2016 20:00 (UTC)","33128","696"
"13.01.2016 20:00 - 13.01.2016 21:00 (UTC)","32464","696"
"13.01.2016 21:00 - 13.01.2016 22:00 (UTC)","30589","834"
"13.01.2016 22:00 - 13.01.2016 23:00 (UTC)","29999","834"
"13.01.2016 23:00 - 14.01.2016 00:00 (UTC)","29189","1678"
"14.01.2016 00:00 - 14.01.2016 01:00 (UTC)","28680","1903"
"14.01.2016 01:00 - 14.01.2016 02:00 (UTC)","27692","2639"
"14.01.2016 02:00 - 14.01.2016 03:00 (UTC)","27199","2993"
"14.01.2016 03:00 - 14.01.2016 04:00 (UTC)","26883","3005"
"14.01.2016 04:00 - 14.01.2016 05:00 (UTC)","26868","2638"
"14.01.2016 05:00 - 14.01.2016 06:00 (UTC)","27425","1684"
"14.01.2016 06:00 - 14.01.2016 07:00 (UTC)","29846","834"
"14.01.2016 07:00 - 14.01.2016 08:00 (UTC)","32299","834"
"14.01.2016 08:00 - 14.01.2016 09:00 (UTC)","32569","834"
"14.01.2016 09:00 - 14.01.2016 10:00 (UTC)","33143","834"
"14.01.2016 10:00 - 14.01.2016 11:00 (UTC)","33219","834"
"14.01.2016 11:00 - 14.01.2016 12:00 (UTC)","33140","834"
"14.01.2016 12:00 - 14.01.2016 13:00 (UTC)","32363","762"
"14.01.2016 13:00 - 14.01.2016 14:00 (UTC)","32056","834"
"14.01.2016 14:00 - 14.01.2016 15:00 (UTC)","31458","834"
"14.01.2016 15:00 - 14.01.2016 16:00 (UTC)","31060","834"
"14.01.2016 16:00 - 14.01.2016 17:00 (UTC)","32185","834"
"14.01.2016 17:00 - 14.01.2016 18:00 (UTC)","33403","690"
"14.01.2016 18:00 - 14.01.2016 19:00 (UTC)","33629","690"
"14.01.2016 19:00 - 14.01.2016 20:00 (UTC)","32968","834"
"14.01.2016 20:00 - 14.01.2016 21:00 (UTC)","32167","834"
"14.01.2016 21:00 - 14.01.2016 22:00 (UTC)","29772","834"
"14.01.2016 22:00 - 14.01.2016 23:00 (UTC)","27131","834"
"14.01.2016 23:00 - 15.01.2016 00:00 (UTC)","25408","726"
"15.01.2016 00:00 - 15.01.2016 01:00 (UTC)","24973","2257"
"15.01.2016 01:00 - 15.01.2016 02:00 (UTC)","24657","2823"
"15.01.2016 02:00 - 15.01.2016 03:00 (UTC)","24297","3114"
"15.01.2016 03:00 - 15.01.2016 04:00 (UTC)","24296","3114"
"15.01.2016 04:00 - 15.01.2016 05:00 (UTC)","24475","2727"
"15.01.2016 05:00 - 15.01.2016 06:00 (UTC)","24893","1098"
"15.01.2016 06:00 - 15.01.2016 07:00 (UTC)","27799","690"
"15.01.2016 07:00 - 15.01.2016 08:00 (UTC)","30452","690"
"15.01.2016 08:00 - 15.01.2016 09:00 (UTC)","31273","690"
"15.01.2016 09:00 - 15.01.2016 10:00 (UTC)","32400","690"
"15.01.2016 10:00 - 15.01.2016 11:00 (UTC)","33300","690"
"15.01.2016 11:00 - 15.01.2016 12:00 (UTC)","33285","690"
"15.01.2016 12:00 - 15.01.2016 13:00 (UTC)","33696","690"
"15.01.2016 13:00 - 15.01.2016 14:00 (UTC)","32816","742"
"15.01.2016 14:00 - 15.01.2016 15:00 (UTC)","32979","730"
"15.01.2016 15:00 - 15.01.2016 16:00 (UTC)","32607","729"
"15.01.2016 16:00 - 15.01.2016 17:00 (UTC)","33330","690"
"15.01.2016 17:00 - 15.01.2016 18:00 (UTC)","34508","690"
"15.01.2016 18:00 - 15.01.2016 19:00 (UTC)","34439","690"
"15.01.2016 19:00 - 15.01.2016 20:00 (UTC)","33021","690"
"15.01.2016 20:00 - 15.01.2016 21:00 (UTC)","31445","690"
"15.01.2016 21:00 - 15.01.2016 22:00 (UTC)","30678","690"
"15.01.2016 22:00 - 15.01.2016 23:00 (UTC)","29591","690"
"15.01.2016 23:00 - 16.01.2016 00:00 (UTC)","29038","1899"
"16.01.2016 00:00 - 16.01.2016 01:00 (UTC)","28666","2194"
"16.01.2016 01:00 - 16.01.2016 02:00 (UTC)","28175","2710"
"16.01.2016 02:00 - 16.01.2016 03:00 (UTC)","27472","2980"
"16.01.2016 03:00 - 16.01.2016 04:00 (UTC)","27156","3091"
"16.01.2016 04:00 - 16.01.2016 05:00 (UTC)","26862","3131"
"16.01.2016 05:00 - 16.01.2016 06:00 (UTC)","26698","2830"
"16.01.2016 06:00 - 16.01.2016 07:00 (UTC)","26477","2658"
"16.01.2016 07:00 - 16.01.2016 08:00 (UTC)","26648","1892"
"16.01.2016 08:00 - 16.01.2016 09:00 (UTC)","27773","1265"
"16.01.2016 09:00 - 16.01.2016 10:00 (UTC)","28579","788"
